No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
312,1986,1019,967,359,209,0,1350,752,598,651,495,156,127,8
442,2502,1295,1207,448,465,3,1179,704,475,727,624,103,147,24
227,1601,812,789,402,167,0,699,422,277,468,368,100,66,3
190,1416,713,703,329,329,6,567,370,197,553,334,219,77,3
577,3206,1698,1508,502,294,3,1963,1150,813,931,825,106,351,40
278,1824,953,871,319,187,5,1066,650,416,535,422,113,68,2
273,1740,905,835,376,179,0,878,491,387,488,391,97,214,11
563,3156,1646,1510,694,696,0,1455,877,578,1167,682,485,253,18
564,3318,1741,1577,748,688,0,1669,996,673,1308,856,452,221,23
328,1908,973,935,365,438,1,1046,597,449,691,467,224,103,3
596,3547,1815,1732,641,859,1,1687,1004,683,1345,799,546,369,40
348,2347,1217,1130,470,537,2,1083,697,386,969,594,375,204,3
171,1005,543,462,172,350,1,490,354,136,417,302,115,62,2
461,2603,1345,1258,414,543,2,1377,793,584,713,606,107,348,3
34,220,114,106,49,220,0,114,68,46,80,43,37,0,0
355,2203,1177,1026,439,599,4,1090,710,380,737,513,224,349,1
228,1526,794,732,362,129,0,558,360,198,579,375,204,311,2
1464,8415,4354,4061,1505,2455,14,4547,2556,1991,2625,2070,555,696,9
125,892,451,441,176,59,0,337,210,127,146,127,19,27,2
230,1481,743,738,307,196,0,846,460,386,609,344,265,46,5
774,4833,2540,2293,981,967,8,2525,1531,994,1778,1214,564,149,6
1017,6265,3269,2996,1218,867,21,3344,1972,1372,1925,1450,475,191,34
784,4830,2463,2367,981,733,11,2208,1241,967,1682,1130,552,350,6
769,5066,2632,2434,1111,474,0,2355,1394,961,1688,1129,559,417,8
261,1478,762,716,293,492,3,851,492,359,486,333,153,16,0
18096,115997,60118,55879,23021,25432,91,55183,33349,21834,43750,28136,15614,11859,626
18096,115997,60118,55879,23021,25432,91,55183,33349,21834,43750,28136,15614,11859,626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,851,451,400,112,0,0,607,374,233,265,237,28,207,1
123,654,331,323,128,266,2,356,174,182,339,164,175,45,23
430,3250,1710,1540,603,1086,1,1225,804,421,1408,849,559,251,3
27,173,84,89,45,173,0,45,20,25,41,41,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1014,529,485,199,183,0,560,338,222,337,224,113,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,6637,3435,3202,1344,1402,5,3134,1888,1246,2819,1730,1089,772,7
240,1783,940,843,336,314,1,950,566,384,563,434,129,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2692,1401,1291,402,30,0,1952,1113,839,721,671,50,45,8
255,1578,817,761,295,286,0,767,462,305,577,403,174,123,6
431,2732,1437,1295,518,377,0,1752,976,776,954,701,253,341,32
210,1200,628,572,216,152,1,729,415,314,504,304,200,236,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2924,1534,1390,543,660,0,1164,782,382,1298,707,591,638,64
117,831,432,399,195,220,0,301,196,105,452,233,219,192,0
174,1146,613,533,231,304,0,545,355,190,298,273,25,118,1
371,2304,1213,1091,502,655,0,915,587,328,647,557,90,260,1
228,1257,592,665,264,387,3,504,277,227,614,302,312,1,19
138,837,414,423,205,186,0,472,249,223,308,157,151,2,0
649,4384,2285,2099,780,718,7,2503,1501,1002,1186,858,328,34,13
1036,6334,3280,3054,1223,1541,6,2864,1683,1181,2501,1496,1005,379,59
461,2934,1522,1412,630,444,22,1408,844,564,766,649,117,196,9
621,3598,1861,1737,632,657,3,1656,1047,609,1385,848,537,587,5
733,4798,2480,2318,907,1086,9,2463,1524,939,1683,1087,596,469,17
299,1823,966,857,418,224,1,811,542,269,483,380,103,73,3
1114,7356,3747,3609,1578,1603,10,3396,2055,1341,2522,1663,859,806,20
103,637,346,291,123,395,1,315,206,109,278,136,142,6,3
123,750,403,347,126,40,0,337,231,106,434,239,195,22,150
45,252,134,118,65,246,3,134,65,69,112,56,56,0,0
225,1441,761,680,338,325,0,656,443,213,576,356,220,299,24
183,1273,692,581,267,363,0,310,218,92,550,426,124,243,0
315,2296,1194,1102,483,165,0,630,463,167,898,554,344,465,3
654,3858,1947,1911,786,765,2,2054,1234,820,1681,1006,675,344,27
414,2342,1150,1192,498,1078,0,1045,627,418,990,592,398,497,49
175,1146,622,524,199,212,0,505,340,165,421,325,96,165,6
238,1433,733,700,287,376,0,594,389,205,490,380,110,234,5
288,2132,1120,1012,448,357,1,1130,700,430,661,567,94,16,2
52,328,165,163,68,140,0,170,102,68,74,72,2,11,0
189,1126,587,539,213,394,0,566,361,205,343,256,87,157,0
90,672,344,328,138,179,0,396,202,194,242,163,79,6,0
203,1474,797,677,319,180,0,734,435,299,547,378,169,267,0
219,1293,672,621,220,475,0,792,393,399,463,339,124,281,2
329,2173,1148,1025,411,467,4,909,577,332,801,509,292,107,4
301,2036,1088,948,390,681,2,868,491,377,973,553,420,485,0
229,1229,638,591,223,299,0,706,401,305,387,282,105,188,4
279,1901,967,934,433,261,0,786,503,283,856,475,381,373,4
702,4583,2338,2245,897,743,0,1842,1056,786,1839,1156,683,442,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2884,1519,1365,530,779,3,1307,828,479,1253,809,444,64,2
44,262,133,129,61,0,0,18,10,8,47,45,2,0,0
100,618,336,282,148,201,0,242,140,102,227,164,63,1,0
604,4037,2125,1912,867,991,1,1604,977,627,1719,981,738,219,1
161,792,402,390,190,465,0,275,175,100,324,172,152,169,3
322,2048,995,1053,423,284,1,1063,574,489,733,358,375,137,5
309,1937,982,955,343,472,1,1013,615,398,875,478,397,134,2
345,2306,1190,1116,511,429,1,1182,663,519,907,507,400,115,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,146,72,74,24,146,0,41,18,23,84,43,41,83,0
471,3502,1816,1686,686,570,0,1880,1140,740,1294,791,503,401,15
