No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
551,2221,1189,1032,400,441,2,1113,697,416,700,623,77,305,4
1688,7162,3804,3358,1186,949,0,3379,1983,1396,2130,1813,317,879,16
467,1851,954,897,382,810,0,883,544,339,576,495,81,453,0
283,1427,764,663,262,551,0,613,389,224,563,415,148,373,13
287,1357,706,651,251,0,0,581,363,218,500,380,120,402,3
764,3157,1668,1489,599,303,0,975,616,359,1069,839,230,651,20
41,129,69,60,14,0,0,99,60,39,44,39,5,3,0
428,1750,938,812,332,322,0,740,476,264,534,486,48,366,10
575,2876,1470,1406,694,108,0,908,564,344,877,740,137,513,3
1104,4640,2457,2183,747,735,0,2466,1444,1022,1597,1314,283,300,8
1589,6398,3396,3002,1211,1113,1,2645,1704,941,2115,1654,461,1119,43
781,3157,1678,1479,610,289,0,1097,687,410,914,847,67,408,1
574,2406,1316,1090,426,259,0,1022,680,342,845,630,215,291,11
609,2432,1280,1152,510,916,1,848,546,302,782,636,146,339,1
141,548,285,263,94,0,0,280,170,110,148,140,8,70,1
290,1094,567,527,206,236,0,575,339,236,557,288,269,6,15
23791,102785,54031,48754,19987,19077,341,40484,25088,15396,33532,26367,7165,10231,477
23791,102785,54031,48754,19987,19077,341,40484,25088,15396,33532,26367,7165,10231,477
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,3493,1864,1629,650,445,2,1427,857,570,1021,906,115,435,9
804,3609,1880,1729,833,1310,2,1313,846,467,1480,921,559,406,11
1269,5510,2990,2520,1027,771,0,2769,1697,1072,1838,1463,375,610,2
304,1282,703,579,225,339,0,407,269,138,424,399,25,137,0
945,3849,2013,1836,768,505,0,1393,861,532,1241,1028,213,590,17
970,4070,2089,1981,879,166,0,923,601,322,1061,972,89,603,9
1293,5989,3165,2824,1136,570,1,2732,1707,1025,2096,1522,574,863,23
483,2320,1172,1148,469,337,0,943,575,368,609,554,55,369,2
583,2694,1395,1299,531,465,0,1025,655,370,763,651,112,307,2
348,1452,747,705,251,211,0,597,354,243,439,374,65,243,2
717,3294,1715,1579,643,511,1,1313,873,440,1054,892,162,207,5
511,2079,1100,979,351,663,0,997,591,406,666,552,114,202,0
132,579,314,265,132,12,0,262,172,90,217,143,74,0,0
806,3617,1878,1739,708,206,0,1247,871,376,1554,1109,445,482,17
947,3958,2073,1885,937,1276,0,1021,645,376,1583,1058,525,130,1
837,3599,1851,1748,680,438,0,1443,937,506,1103,864,239,245,6
109,527,281,246,90,0,0,186,122,64,185,132,53,46,1
521,2157,1127,1030,378,777,0,1103,614,489,637,528,109,127,15
796,3495,1838,1657,753,987,1,1083,686,397,1324,906,418,293,1
822,3403,1798,1605,717,907,5,1073,699,374,939,818,121,133,7
830,3458,1821,1637,674,1243,1,1142,717,425,1077,923,154,242,21
2262,11024,5807,5217,2140,1424,110,4192,2555,1637,3924,2795,1129,803,176
1810,7780,4052,3728,1573,2187,216,2600,1582,1018,2282,1946,336,1039,52
644,2481,1322,1159,440,519,0,1185,749,436,779,662,117,203,33
1005,4367,2258,2109,839,743,1,1648,1021,627,1361,1059,302,770,15
2651,10667,5702,4965,1757,1325,0,5862,3433,2429,3078,2649,429,125,48
498,2032,1076,956,406,740,1,598,399,199,797,541,256,621,2
53039,251248,131668,119580,50613,33019,56,99402,63565,35837,82443,62938,19505,30875,1299
53039,251248,131668,119580,50613,33019,56,99402,63565,35837,82443,62938,19505,30875,1299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1061,572,489,208,793,0,387,253,134,275,264,11,192,1
356,1552,829,723,280,207,0,594,395,199,519,405,114,92,22
712,3522,1830,1692,664,412,0,982,691,291,898,821,77,87,4
554,2763,1448,1315,598,486,0,706,452,254,798,644,154,33,9
610,2792,1476,1316,533,364,0,862,635,227,1004,827,177,35,4
385,1674,884,790,310,139,0,793,508,285,527,441,86,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,6408,3358,3050,1376,1184,0,1771,1213,558,2439,1559,880,831,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,130,68,62,34,47,0,52,33,19,32,30,2,2,0
601,2881,1525,1356,606,447,0,1255,767,488,1326,789,537,517,19
575,2813,1492,1321,576,875,0,1015,672,343,837,724,113,323,30
40,256,157,99,46,163,0,99,79,20,135,111,24,11,0
193,802,422,380,165,357,0,235,170,65,308,202,106,73,49
1755,9038,4785,4253,1708,816,0,4331,2716,1615,2407,2114,293,782,7
581,3232,1641,1591,693,1,0,786,535,251,1441,872,569,516,4
107,671,327,344,130,257,0,185,98,87,367,176,191,1,0
1760,8977,4741,4236,1850,119,0,3544,2345,1199,2742,2087,655,799,99
104,523,287,236,123,15,0,94,64,30,135,125,10,105,8
1137,5978,3142,2836,1124,1091,3,2300,1399,901,2009,1530,479,820,19
466,2258,1173,1085,437,0,0,968,646,322,668,583,85,281,8
2534,11919,6168,5751,2270,865,0,4693,2919,1774,3525,2910,615,1088,26
208,961,490,471,191,72,0,518,331,187,307,224,83,18,0
1267,6326,3256,3070,1262,506,1,2449,1456,993,2052,1574,478,938,24
582,2880,1515,1365,629,483,0,1294,825,469,882,692,190,496,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,4447,2356,2091,891,462,0,1742,1112,630,1102,1063,39,690,4
1078,5121,2634,2487,1164,562,0,1881,1167,714,1544,1213,331,642,24
323,1409,768,641,304,104,0,584,375,209,517,343,174,317,1
1471,6852,3600,3252,1396,1036,0,2815,1814,1001,2216,1727,489,874,43
428,2166,1140,1026,439,121,2,857,540,317,705,554,151,349,7
193,1018,508,510,200,31,0,420,259,161,298,252,46,90,0
676,3148,1570,1578,739,469,0,1358,848,510,1134,767,367,433,9
942,4711,2472,2239,982,424,0,2178,1390,788,1769,1168,601,965,7
631,2916,1542,1374,547,81,0,1470,945,525,794,705,89,154,2
638,2766,1411,1355,527,825,3,1210,790,420,918,680,238,286,51
539,2476,1323,1153,563,206,1,855,517,338,1041,618,423,344,1
775,3643,1905,1738,740,1217,1,1321,842,479,1052,867,185,554,21
60,259,137,122,47,0,0,120,71,49,73,67,6,24,0
685,3368,1800,1568,653,647,0,1136,806,330,1076,882,194,100,6
2405,11490,6100,5390,2135,1291,6,5374,3452,1922,3254,2804,450,1555,93
1040,4763,2485,2278,971,434,0,1993,1294,699,1656,1230,426,695,14
249,1165,619,546,210,152,0,577,366,211,305,289,16,150,0
538,2439,1272,1167,386,273,0,1037,628,409,805,617,188,412,15
509,2370,1246,1124,477,104,11,1127,739,388,934,597,337,615,0
803,4100,2122,1978,777,446,0,1808,1130,678,1105,950,155,424,5
718,3566,1882,1684,798,369,0,1541,987,554,1244,855,389,306,0
493,2735,1435,1300,583,177,0,1216,809,407,992,659,333,309,2
990,4482,2297,2185,981,985,0,1040,669,371,1326,1143,183,515,20
2225,9479,5061,4418,1941,1278,17,3821,2410,1411,3570,2651,919,1754,247
1109,4821,2550,2271,871,846,1,2627,1558,1069,1660,1198,462,793,9
2525,10632,5519,5113,2013,1172,6,4432,2721,1711,3741,2777,964,989,39
1188,5658,2972,2686,1095,341,0,2463,1593,870,1330,1266,64,773,20
3346,15238,7995,7243,2971,2343,0,6143,3951,2192,4789,3896,893,1762,109
546,2370,1276,1094,519,534,0,1217,769,448,902,696,206,346,7
1257,5719,2970,2749,1232,1229,2,1701,1143,558,1614,1363,251,268,19
185,931,492,439,174,431,0,405,282,123,256,247,9,245,0
1694,7887,4139,3748,1768,1607,0,2962,1953,1009,2930,1963,967,712,10
501,2366,1203,1163,536,485,0,760,517,243,604,574,30,128,10
2994,13838,7257,6581,2887,1574,2,4758,3009,1749,6077,3568,2509,2258,47
713,3508,1870,1638,738,399,0,955,677,278,997,953,44,636,41
426,1999,1040,959,349,319,0,909,579,330,726,528,198,246,12
148,715,388,327,151,0,0,342,222,120,251,161,90,58,1
1056,5260,2726,2534,1045,346,0,2334,1429,905,1503,1343,160,979,10
68586,338222,177463,160759,68872,34208,566,124362,79654,44708,113944,85756,28188,45830,1679
68586,338222,177463,160759,68872,34208,566,124362,79654,44708,113944,85756,28188,45830,1679
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,25366,13397,11969,5304,3994,6,8807,5892,2915,7532,6433,1099,4009,73
557,2897,1528,1369,559,210,0,1164,780,384,1291,822,469,231,29
538,2737,1439,1298,613,593,1,902,630,272,843,677,166,534,8
226,1002,568,434,221,366,0,530,313,217,388,227,161,12,0
358,1926,1054,872,305,153,0,1030,665,365,432,418,14,26,0
2260,11440,5933,5507,2476,1681,0,3656,2429,1227,3682,2868,814,1621,36
701,3447,1843,1604,680,856,0,1431,960,471,1383,921,462,451,3
466,2203,1205,998,387,154,0,607,398,209,791,589,202,403,4
301,1518,780,738,338,84,0,531,338,193,500,346,154,133,16
1133,6163,3277,2886,1309,422,1,1705,1143,562,1747,1512,235,793,7
781,4227,2267,1960,943,337,3,1296,883,413,1223,1080,143,795,50
1590,7508,3949,3559,1444,1428,0,2417,1583,834,2417,1933,484,1430,6
385,1771,928,843,340,325,0,628,410,218,480,461,19,271,1
266,1196,626,570,257,63,0,305,207,98,359,322,37,309,5
2526,13203,6900,6303,2680,293,0,4229,2646,1583,4383,3381,1002,1610,90
413,2079,1115,964,427,259,0,848,567,281,721,542,179,46,10
199,1106,587,519,269,0,0,293,216,77,293,265,28,67,2
1207,6849,3588,3261,1545,404,0,2405,1521,884,1850,1662,188,478,55
195,1045,556,489,232,115,0,390,257,133,314,274,40,113,0
493,2867,1513,1354,538,162,0,1076,724,352,910,725,185,345,29
485,2190,1164,1026,386,1252,1,705,468,237,830,589,241,276,24
309,1506,806,700,320,43,0,503,333,170,388,378,10,258,1
360,1683,890,793,394,205,0,473,325,148,429,402,27,182,1
1776,8974,4667,4307,1855,661,1,3814,2453,1361,4119,2549,1570,866,56
113,703,377,326,153,1,0,377,235,142,232,164,68,43,0
665,3604,1933,1671,655,203,0,1629,1080,549,1328,955,373,865,8
356,1528,817,711,284,77,0,821,523,298,459,413,46,175,6
760,3614,1922,1692,802,716,0,1270,829,441,1014,899,115,433,8
1331,7177,3700,3477,1401,581,0,2824,1710,1114,2912,1827,1085,1376,37
511,2267,1177,1090,491,280,0,1144,735,409,849,543,306,476,15
846,4258,2161,2097,1018,81,0,1822,1060,762,1627,1098,529,741,18
652,3645,1848,1797,856,0,0,1026,601,425,1075,794,281,335,5
1368,7366,3827,3539,1492,281,0,2813,1727,1086,2856,1945,911,759,122
451,2440,1296,1144,496,19,0,845,558,287,759,631,128,206,22
410,2075,1103,972,320,174,0,825,544,281,734,620,114,434,38
535,2629,1379,1250,507,157,0,1070,624,446,814,635,179,521,37
1264,6501,3396,3105,1420,379,0,2627,1651,976,2328,1567,761,786,40
643,3298,1766,1532,706,190,1,1232,835,397,1057,826,231,677,17
740,3644,1813,1831,736,133,0,1331,781,550,932,864,68,408,2
152,641,343,298,146,0,0,209,146,63,301,183,118,162,0
222,1173,603,570,230,124,0,533,344,189,311,288,23,123,0
833,3963,2063,1900,823,173,0,1534,927,607,1301,1005,296,588,7
1679,8414,4313,4101,1953,118,1,2179,1349,830,2221,1820,401,627,45
225,1066,568,498,221,0,0,387,246,141,322,254,68,172,0
1426,7382,3839,3543,1552,331,0,1900,1280,620,2879,1916,963,1279,34
2326,12414,6488,5926,2529,1080,509,4902,3155,1747,4260,3232,1028,2183,22
656,3273,1750,1523,676,69,0,1398,902,496,1218,890,328,354,20
1247,6075,3266,2809,966,521,0,2348,1473,875,2150,1494,656,599,20
659,3559,1879,1680,744,212,1,1195,875,320,1166,887,279,518,10
130,591,327,264,99,85,0,289,176,113,171,163,8,35,0
537,2589,1342,1247,568,14,18,989,637,352,979,698,281,311,28
533,2626,1347,1279,492,120,0,1031,642,389,727,652,75,339,9
3643,17695,9317,8378,3706,2175,2,6622,4121,2501,5513,4352,1161,3036,26
890,4228,2229,1999,835,624,1,1763,1131,632,1411,998,413,314,164
943,4279,2250,2029,824,713,0,1932,1195,737,1653,1201,452,264,21
498,2464,1300,1164,471,386,2,1016,667,349,718,651,67,70,8
966,4236,2191,2045,802,294,0,2107,1266,841,1334,1065,269,647,15
1654,8111,4230,3881,1667,510,1,3204,2040,1164,2656,2147,509,1277,30
302,1440,738,702,322,201,0,711,430,281,612,368,244,154,6
608,2856,1494,1362,511,635,11,829,589,240,1138,782,356,576,36
489,2070,1108,962,378,131,0,1125,674,451,853,614,239,265,19
715,2953,1571,1382,566,168,0,1178,754,424,1131,797,334,550,16
668,2855,1478,1377,553,170,0,1475,904,571,1254,828,426,319,28
897,4476,2291,2185,1019,163,0,1338,836,502,1763,1098,665,518,8
394,1787,904,883,325,592,0,816,508,308,922,497,425,74,6
651,3002,1580,1422,492,737,1,1302,842,460,953,744,209,332,10
1230,5537,2731,2806,1140,660,0,2260,1257,1003,2128,1324,804,532,32
791,4008,2128,1880,797,962,0,1178,711,467,1054,840,214,430,12
658,3029,1552,1477,581,152,0,1282,780,502,1345,773,572,292,1
984,4686,2453,2233,848,361,0,1506,928,578,1274,1134,140,424,13
483,2814,1526,1288,558,252,0,1020,721,299,888,720,168,398,6
247,1398,778,620,265,148,0,597,401,196,631,381,250,210,1
320,1292,684,608,266,590,0,318,225,93,467,336,131,216,3
403,2175,1140,1035,457,467,0,1007,635,372,885,620,265,236,1
271,1362,719,643,352,517,0,161,106,55,404,341,63,226,1
925,3857,2009,1848,872,628,0,1417,934,483,1598,1008,590,534,5
1321,6190,3289,2901,1147,79,2,2500,1567,933,1731,1484,247,882,9
114,687,375,312,115,35,1,370,253,117,263,179,84,178,0
683,3458,1843,1615,641,740,0,1158,787,371,1268,893,375,708,18
1207,5983,3190,2793,1053,648,1,1952,1266,686,2299,1586,713,673,101
341,1598,850,748,312,126,0,507,342,165,457,404,53,90,4
542,2663,1446,1217,520,63,1,853,622,231,637,607,30,461,1
362,1615,846,769,319,102,0,563,376,187,417,345,72,160,2
45274,209945,109991,99954,40297,20283,25,88966,54165,34801,73108,53282,19826,24243,1646
45274,209945,109991,99954,40297,20283,25,88966,54165,34801,73108,53282,19826,24243,1646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2150,1156,994,441,0,0,970,542,428,838,541,297,398,9
507,2669,1417,1252,516,519,0,1152,746,406,1154,663,491,663,2
206,906,463,443,190,18,0,395,231,164,346,227,119,187,7
164,784,426,358,127,11,0,309,217,92,423,220,203,63,7
498,2350,1287,1063,497,29,0,689,480,209,955,602,353,429,3
661,3682,1957,1725,697,334,0,1366,905,461,1442,936,506,368,11
528,2758,1474,1284,505,218,0,1119,721,398,1279,724,555,667,3
1847,8173,4370,3803,1508,879,12,3774,2311,1463,2662,2067,595,572,61
14,60,29,31,8,43,0,9,5,4,17,15,2,17,0
680,3783,1986,1797,572,353,0,1237,764,473,1637,1003,634,812,20
801,3469,1827,1642,739,44,0,1134,673,461,1697,894,803,979,1
412,2348,1243,1105,510,424,0,791,506,285,841,593,248,413,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,7676,3992,3684,1501,439,0,2640,1551,1089,2542,1852,690,1433,34
488,2192,1155,1037,397,430,3,874,556,318,664,521,143,174,2
515,2371,1206,1165,562,78,0,935,550,385,726,543,183,439,0
236,933,502,431,158,0,0,614,367,247,275,246,29,30,2
496,2489,1307,1182,574,294,0,840,550,290,657,624,33,266,3
461,1886,1017,869,399,310,0,783,548,235,841,524,317,351,1
699,3341,1782,1559,711,1348,0,1205,721,484,1115,803,312,289,9
591,2647,1384,1263,538,159,0,928,567,361,998,711,287,480,62
1396,6525,3421,3104,1314,381,0,2098,1302,796,2170,1599,571,590,22
956,3818,1891,1927,685,337,0,1974,1090,884,1610,1044,566,203,20
930,4449,2317,2132,895,609,0,2030,1251,779,1793,1066,727,286,59
795,3650,1833,1817,868,105,0,1587,940,647,1224,797,427,153,127
645,3217,1651,1566,746,502,0,1247,788,459,1174,752,422,403,35
1303,5248,2742,2506,923,309,1,2764,1621,1143,1888,1430,458,509,13
1385,5843,3114,2729,1105,880,0,2428,1574,854,2079,1527,552,444,57
991,4574,2386,2188,859,334,0,2095,1313,782,1813,1238,575,435,53
682,2794,1477,1317,425,227,1,1404,830,574,1123,773,350,262,18
408,1638,864,774,261,25,0,820,493,327,523,442,81,227,0
805,3150,1657,1493,563,213,0,1600,948,652,1114,855,259,504,8
270,1107,581,526,217,36,0,411,274,137,422,294,128,232,3
194,827,442,385,145,0,0,432,262,170,356,225,131,114,1
636,2731,1462,1269,514,319,0,961,629,332,1113,725,388,816,3
572,2475,1295,1180,478,486,0,1245,734,511,840,621,219,253,5
617,2431,1255,1176,380,46,0,1346,770,576,695,595,100,229,20
946,4000,2123,1877,688,338,0,1579,962,617,1612,1060,552,571,45
1236,6099,3234,2865,1206,109,0,2272,1442,830,2540,1673,867,1321,145
6289,29688,15611,14077,5320,2493,1,14887,8880,6007,8713,7481,1232,1082,287
445,2193,1148,1045,482,76,0,523,331,192,582,531,51,18,2
5114,23795,12439,11356,4647,3325,6,9769,6071,3698,7679,5989,1690,2433,265
1026,4559,2404,2155,805,566,1,2227,1290,937,1435,1188,247,408,54
1560,7996,4199,3797,1609,520,0,2910,1804,1106,2386,2011,375,1225,9
555,3053,1550,1503,593,455,0,1260,774,486,934,735,199,252,19
332,2014,1043,971,512,14,0,832,530,302,538,505,33,351,2
447,1877,947,930,408,416,0,750,445,305,840,462,378,301,51
885,4263,2151,2112,628,795,0,2622,1433,1189,1413,1015,398,746,30
134,660,348,312,103,12,0,255,140,115,385,202,183,188,12
369,1868,950,918,374,0,0,649,370,279,441,366,75,187,3
566,2591,1345,1246,530,256,0,725,463,262,1023,716,307,341,19
355,1445,729,716,325,85,0,640,375,265,523,363,160,109,2
673,2700,1402,1298,539,84,0,860,525,335,1018,693,325,20,11
57120,262527,138384,124143,52263,39724,140,105822,66563,39259,94843,68852,25991,35334,1613
57120,262527,138384,124143,52263,39724,140,105822,66563,39259,94843,68852,25991,35334,1613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,544,288,256,95,87,0,164,115,49,147,129,18,10,0
742,3194,1695,1499,614,501,2,628,426,202,929,678,251,200,3
419,1717,891,826,377,428,0,614,400,214,707,397,310,220,5
727,3029,1581,1448,542,857,1,1250,795,455,1179,852,327,398,8
397,1746,939,807,298,226,0,693,459,234,950,553,397,230,66
1259,5418,2867,2551,1002,691,0,2421,1571,850,2451,1501,950,526,78
235,942,508,434,182,0,0,503,318,185,336,266,70,90,1
809,3167,1646,1521,603,206,0,1428,877,551,1152,760,392,551,12
348,1545,829,716,326,139,0,548,356,192,660,403,257,465,1
544,2403,1287,1116,464,248,0,1053,672,381,829,662,167,76,5
718,2974,1544,1430,508,728,1,1488,902,586,923,769,154,355,8
765,3635,1917,1718,719,308,0,1382,908,474,1280,968,312,170,3
986,5278,2840,2438,1142,719,0,1959,1283,676,1441,1320,121,969,7
561,2648,1435,1213,536,393,1,1202,788,414,1186,831,355,110,0
781,4255,2230,2025,874,656,1,1371,894,477,1640,1042,598,219,91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,3979,2114,1865,761,433,1,1456,938,518,1746,1130,616,985,5
61,296,173,123,57,0,0,172,110,62,102,101,1,95,0
661,2997,1595,1402,583,212,0,1576,923,653,1032,788,244,338,6
538,2525,1319,1206,510,524,0,1035,613,422,921,602,319,276,137
472,1905,985,920,278,178,1,755,462,293,777,413,364,140,30
391,2085,1100,985,476,700,0,951,596,355,741,510,231,383,18
1013,5309,2775,2534,1036,236,1,2015,1327,688,1890,1413,477,797,13
1421,6592,3559,3033,1292,1043,1,2820,1806,1014,2302,1709,593,919,64
382,1618,853,765,270,32,0,858,515,343,439,404,35,212,9
303,1316,688,628,270,232,0,460,285,175,348,342,6,165,0
303,1214,668,546,244,38,0,233,161,72,500,312,188,87,2
676,3394,1810,1584,690,364,0,1611,1020,591,1069,886,183,357,21
335,1574,826,748,343,66,0,461,278,183,534,405,129,380,4
437,2096,1065,1031,402,191,1,863,521,342,546,526,20,355,2
494,2463,1276,1187,502,360,0,1066,659,407,1231,709,522,509,8
412,1915,1039,876,357,124,0,1071,684,387,533,486,47,170,17
507,2230,1182,1048,318,207,0,1542,863,679,674,582,92,25,1
2751,12826,6670,6156,2668,1004,0,4475,2859,1616,4939,3357,1582,756,90
5334,24932,13094,11838,5068,3600,1,9093,5796,3297,10652,7029,3623,3359,58
2871,14339,7471,6868,3099,1251,1,5340,3172,2168,5301,3658,1643,2303,28
925,5011,2659,2352,1118,341,10,1582,1025,557,1618,1283,335,485,24
889,4473,2390,2083,904,1487,1,1903,1248,655,1996,1271,725,1115,47
197,877,469,408,181,73,0,424,283,141,243,215,28,88,23
276,1587,835,752,310,422,0,635,410,225,614,432,182,165,2
1610,7608,4056,3552,1434,706,3,3834,2380,1454,2749,2113,636,662,6
1369,6268,3436,2832,1188,560,2,2692,1758,934,1993,1568,425,627,5
1057,5054,2628,2426,1047,673,0,1805,1156,649,1942,1299,643,335,34
369,1534,808,726,323,606,0,681,418,263,675,401,274,328,1
694,2952,1563,1389,563,873,0,1097,692,405,852,790,62,615,17
745,3679,1873,1806,734,754,0,1559,927,632,1354,905,449,837,24
282,1335,698,637,256,229,0,573,383,190,284,278,6,148,0
391,1781,951,830,263,119,0,1075,635,440,710,505,205,208,29
428,2244,1162,1082,492,63,0,855,535,320,711,572,139,185,7
951,4240,2266,1974,755,1234,1,2198,1383,815,1320,1001,319,443,251
481,2404,1282,1122,461,347,1,1219,778,441,824,586,238,203,40
524,2454,1315,1139,423,493,0,1124,731,393,833,617,216,348,9
495,2140,1130,1010,413,660,1,924,589,335,909,508,401,471,4
33,164,82,82,25,0,0,92,60,32,52,48,4,38,6
559,2377,1252,1125,550,47,0,1040,635,405,945,627,318,671,5
297,1292,707,585,273,105,0,427,290,137,555,347,208,442,1
76,341,173,168,88,53,0,121,78,43,95,92,3,90,0
242,1039,571,468,211,153,0,494,310,184,302,285,17,64,2
605,2469,1316,1153,477,289,0,1276,798,478,1043,723,320,97,4
663,2646,1402,1244,490,342,0,1357,826,531,719,665,54,179,3
338,1592,845,747,325,413,2,754,463,291,459,412,47,235,10
208,1130,578,552,276,56,0,411,245,166,258,249,9,204,2
450,1995,1063,932,426,357,0,936,567,369,514,478,36,286,1
275,1249,643,606,259,171,0,544,323,221,366,311,55,198,0
476,1968,1045,923,401,718,0,821,493,328,639,507,132,189,7
88,546,276,270,67,51,0,304,195,109,142,110,32,68,7
274,1181,617,564,227,39,0,441,288,153,324,304,20,277,0
707,3185,1683,1502,707,453,0,820,550,270,1171,850,321,584,12
315,1509,780,729,316,360,0,350,246,104,402,388,14,293,4
237,1074,553,521,236,56,0,435,280,155,307,247,60,162,1
492,2234,1176,1058,447,92,0,1185,730,455,742,566,176,291,17
533,2350,1257,1093,480,338,0,1012,686,326,670,588,82,243,7
253,1053,559,494,168,428,3,419,253,166,280,255,25,236,5
1507,6828,3576,3252,1346,2126,2,2612,1682,930,1918,1741,177,1275,10
375,1611,827,784,342,0,0,377,243,134,703,410,293,279,3
973,4192,2164,2028,961,917,2,934,575,359,1741,1158,583,984,55
382,1706,896,810,391,279,0,677,431,246,493,419,74,275,1
81,355,189,166,66,0,0,154,93,61,89,88,1,0,0
492,2370,1231,1139,545,1811,90,446,307,139,894,598,296,72,0
309,1316,688,628,229,134,0,580,336,244,366,357,9,9,0
372,1567,800,767,279,214,0,719,430,289,644,469,175,206,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,885,472,413,149,274,0,362,228,134,440,269,171,368,5
1644,7135,3747,3388,1495,1350,0,1941,1249,692,2864,1928,936,1373,56
