No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
823,3324,1744,1580,628,621,4,1801,1079,722,1084,883,201,390,2
158,749,383,366,159,0,0,308,194,114,276,204,72,145,4
364,1385,720,665,218,205,0,919,519,400,453,364,89,152,1
273,1029,542,487,187,344,1,499,293,206,301,282,19,69,7
788,2940,1547,1393,448,306,4,1517,905,612,878,793,85,427,9
43032,206979,109257,97722,41331,30112,19,89725,55618,34107,59194,50661,8533,20465,1236
43032,206979,109257,97722,41331,30112,19,89725,55618,34107,59194,50661,8533,20465,1236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,20193,10608,9585,4232,1429,5,8703,5426,3277,6550,4950,1600,2168,269
1292,6387,3356,3031,1368,985,1,2232,1422,810,2044,1679,365,993,22
280,1367,724,643,297,151,0,477,299,178,408,362,46,65,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2701,1455,1246,516,464,0,1092,721,371,729,671,58,232,2
1060,4956,2607,2349,955,874,0,1974,1192,782,1442,1279,163,678,28
326,1439,743,696,300,155,0,643,392,251,388,369,19,171,5
810,3606,1926,1680,693,812,0,1627,1061,566,1047,920,127,762,19
5766,27518,14572,12946,5188,6415,7,12885,7837,5048,7753,6657,1096,3226,200
170,924,494,430,178,0,0,284,202,82,225,214,11,53,0
237,1051,567,484,197,116,0,483,285,198,289,250,39,3,1
2104,8988,4753,4235,1630,960,0,4673,2899,1774,2781,2337,444,848,60
589,2769,1503,1266,555,311,0,1244,829,415,921,668,253,152,111
1214,5924,3104,2820,1273,1067,0,2690,1701,989,1585,1442,143,349,18
2017,10226,5356,4870,2264,892,0,3531,2266,1265,2552,2354,198,953,10
1547,7504,4002,3502,1447,1522,1,3865,2293,1572,2081,1858,223,90,78
168,765,402,363,176,385,0,229,148,81,226,181,45,175,2
686,3383,1813,1570,628,401,0,1643,1036,607,898,843,55,328,34
262,1025,545,480,222,375,0,532,308,224,291,275,16,106,3
657,3399,1778,1621,780,737,0,1316,808,508,1028,808,220,373,1
1316,6442,3422,3020,1186,633,2,3075,1893,1182,2025,1680,345,811,27
657,2786,1467,1319,476,446,0,1353,840,513,768,716,52,415,14
1261,6272,3368,2904,1141,1152,1,2919,1790,1129,1911,1525,386,776,9
1134,5608,2988,2620,1207,488,0,2117,1316,801,1480,1327,153,340,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,720,396,324,133,121,0,343,221,122,195,189,6,3,0
555,2809,1492,1317,548,585,0,1204,739,465,891,671,220,273,6
532,2612,1389,1223,562,444,0,840,525,315,923,718,205,161,4
1095,5301,2800,2501,1003,372,0,2235,1350,885,1511,1353,158,486,33
1247,5800,3070,2730,1083,1393,0,3008,1810,1198,1497,1414,83,654,28
1089,5056,2684,2372,973,1486,0,2299,1372,927,1432,1254,178,652,4
927,5270,2841,2429,1034,312,0,2377,1491,886,1352,1284,68,348,25
1500,7516,3952,3564,1461,406,2,3258,1999,1259,2133,1880,253,588,44
363,1677,901,776,382,133,0,728,498,230,393,364,29,22,0
2630,12104,6190,5914,2521,1653,0,5351,3230,2121,3161,2706,455,766,74
1122,5519,2863,2656,1159,1430,0,1763,1118,645,1675,1366,309,805,28
1095,4937,2624,2313,1036,209,0,1599,1068,531,1341,1254,87,677,9
178,1066,534,532,253,0,0,339,229,110,328,256,72,209,3
640,3378,1798,1580,656,197,0,1314,877,437,812,698,114,322,17
899,4229,2221,2008,817,407,0,1778,1105,673,1217,1100,117,144,4
728,3752,1949,1803,801,194,0,1702,1022,680,911,789,122,288,22
18589,86016,45441,40575,17026,12737,11,34364,21537,12827,27780,21791,5989,13230,525
18589,86016,45441,40575,17026,12737,11,34364,21537,12827,27780,21791,5989,13230,525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1136,579,557,228,69,0,411,278,133,470,300,170,331,12
279,1294,694,600,307,80,0,284,176,108,358,338,20,88,1
486,2085,1131,954,465,429,0,846,579,267,742,572,170,444,10
264,1223,619,604,255,138,0,413,265,148,595,308,287,190,6
329,1431,776,655,281,195,0,530,316,214,666,342,324,466,0
501,2312,1241,1071,410,534,0,1036,688,348,640,584,56,389,1
537,2620,1371,1249,462,136,2,1268,739,529,1123,709,414,452,6
763,3576,1866,1710,725,181,0,1245,750,495,1010,886,124,345,3
588,2693,1405,1288,558,177,0,1053,691,362,847,664,183,378,64
155,715,374,341,162,226,0,326,199,127,354,172,182,47,5
695,3195,1699,1496,654,179,0,1055,653,402,900,820,80,529,14
330,1591,839,752,284,283,0,726,433,293,618,453,165,295,8
2017,9423,4944,4479,1954,1095,0,3729,2341,1388,2730,2371,359,1389,58
395,1782,960,822,334,449,0,742,486,256,517,426,91,180,4
2036,9062,4818,4244,1746,2253,2,3902,2481,1421,3186,2277,909,1142,182
288,1484,756,728,313,140,0,444,284,160,547,406,141,317,4
1997,10583,5581,5002,2253,945,0,3791,2443,1348,2853,2531,322,1205,8
1538,6848,3565,3283,1267,1049,4,2470,1536,934,2119,1699,420,1126,5
529,2501,1368,1133,449,588,1,916,602,314,791,678,113,509,5
2471,11119,5954,5165,2095,1547,1,4745,3015,1730,3721,2873,848,1941,74
994,4160,2214,1946,636,1408,0,2406,1377,1029,1317,1141,176,600,46
1151,5183,2687,2496,1188,636,1,2026,1205,821,1676,1241,435,867,9
23195,100340,52973,47367,19247,13443,18,43302,26623,16679,33697,26604,7093,9281,551
23195,100340,52973,47367,19247,13443,18,43302,26623,16679,33697,26604,7093,9281,551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,6192,3336,2856,1170,501,1,2460,1575,885,2203,1579,624,508,16
1373,6279,3335,2944,1186,910,0,2786,1712,1074,1846,1650,196,198,91
409,1977,1039,938,406,166,0,780,499,281,536,504,32,4,0
426,1868,1017,851,354,442,2,839,522,317,554,497,57,160,1
673,3068,1620,1448,661,662,0,801,542,259,1019,782,237,437,38
207,854,457,397,180,160,0,302,193,109,313,250,63,78,1
1762,7339,3835,3504,1419,1046,0,2951,1810,1141,2453,1926,527,1236,110
781,3794,1965,1829,708,516,0,1612,912,700,1144,955,189,73,2
855,3616,1906,1710,694,707,0,1571,976,595,1138,982,156,615,46
379,1494,772,722,296,298,3,834,468,366,661,399,262,68,10
439,1752,925,827,302,242,0,754,439,315,836,514,322,213,25
117,485,266,219,90,265,0,192,133,59,128,120,8,0,0
619,2750,1428,1322,540,653,3,1410,852,558,869,706,163,38,38
27,110,58,52,26,0,0,5,3,2,44,31,13,26,0
894,3788,1997,1791,750,1042,2,1667,1035,632,1362,1020,342,364,10
695,2306,1219,1087,290,237,0,1465,822,643,1002,731,271,403,3
479,1994,1049,945,340,68,0,1049,651,398,803,633,170,189,6
532,2440,1298,1142,437,380,0,1283,779,504,837,664,173,231,8
754,3757,1980,1777,741,353,0,1139,766,373,1465,1088,377,117,10
180,873,439,434,204,528,0,172,111,61,381,218,163,118,0
274,1165,635,530,248,522,0,290,196,94,603,342,261,466,0
2255,9890,5239,4651,1822,689,2,3621,2286,1335,3422,2578,844,740,17
720,2481,1309,1172,438,143,1,1430,813,617,951,689,262,140,35
105,431,232,199,67,47,0,238,141,97,278,160,118,42,0
517,2310,1202,1108,476,92,0,861,544,317,795,573,222,77,10
352,1528,822,706,318,325,1,660,415,245,580,401,179,136,22
4,13,6,7,3,0,0,4,1,3,4,3,1,3,0
520,2316,1219,1097,448,59,0,1005,599,406,685,580,105,420,2
829,3728,1972,1756,688,331,1,1896,1190,706,1016,935,81,453,14
1024,4749,2519,2230,1011,326,0,2000,1301,699,1284,1207,77,363,6
270,1153,612,541,219,97,0,636,363,273,402,277,125,8,12
768,2991,1563,1428,532,179,0,1822,1037,785,1023,837,186,128,0
151,626,335,291,139,0,0,234,166,68,178,174,4,156,0
667,3038,1594,1444,644,134,1,1392,876,516,883,796,87,294,1
84,384,211,173,71,51,0,152,100,52,139,112,27,76,2
653,2690,1402,1288,593,875,0,970,583,387,738,649,89,309,15
645,2698,1407,1291,490,313,1,1286,777,509,703,657,46,272,0
336,1413,753,660,246,84,0,733,435,298,419,385,34,122,0
82692,372579,197632,174947,70355,47919,1026,159122,96792,62330,120054,94821,25233,41555,2010
82692,372579,197632,174947,70355,47919,1026,159122,96792,62330,120054,94821,25233,41555,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,9126,4887,4239,1535,1375,0,4454,2732,1722,3538,2477,1061,973,19
553,2688,1404,1284,500,271,0,1294,824,470,725,644,81,138,1
423,1808,921,887,374,115,0,704,412,292,692,446,246,260,8
164,677,352,325,144,82,0,241,151,90,319,169,150,0,0
50,262,130,132,56,0,0,133,82,51,198,98,100,10,49
59,298,145,153,62,0,0,103,77,26,210,107,103,49,70
461,1874,1006,868,330,344,0,786,481,305,673,449,224,413,7
176,1000,537,463,188,191,0,324,211,113,150,150,0,150,0
709,3134,1648,1486,567,771,0,1310,769,541,661,631,30,101,3
2752,12052,6407,5645,2180,1188,0,5270,3239,2031,3211,2872,339,663,34
1587,7484,4017,3467,1271,406,0,3142,2002,1140,2222,1916,306,424,26
40,201,90,111,59,29,0,44,28,16,49,41,8,36,0
426,1915,998,917,396,216,0,799,514,285,531,497,34,269,4
359,1658,871,787,307,543,0,657,400,257,613,440,173,258,1
327,1448,763,685,216,76,0,723,425,298,506,381,125,214,3
249,1136,618,518,249,0,0,518,338,180,286,271,15,12,1
687,3000,1607,1393,522,231,0,1436,896,540,869,800,69,189,14
5681,28097,14879,13218,4858,1555,0,13997,8545,5452,7802,6888,914,2317,166
274,1465,785,680,320,102,0,408,273,135,356,295,61,7,0
633,2864,1510,1354,687,545,2,779,492,287,734,698,36,575,8
782,3715,1984,1731,712,315,0,1425,907,518,1049,885,164,308,3
473,1974,1038,936,398,401,0,880,531,349,648,486,162,6,0
749,3469,1843,1626,612,395,1,1286,808,478,1091,895,196,156,3
2779,12943,6929,6014,2479,933,11,4623,2876,1747,4041,3063,978,945,46
321,1632,852,780,332,445,0,594,344,250,557,403,154,106,2
1835,9261,4912,4349,1888,766,0,2722,1763,959,2919,2326,593,1216,39
586,2543,1324,1219,465,206,0,1316,770,546,776,620,156,418,6
1372,6381,3338,3043,1228,1103,1,2744,1627,1117,1829,1565,264,549,46
524,2464,1288,1176,440,196,0,1133,641,492,767,609,158,151,23
592,2800,1504,1296,513,558,0,1014,632,382,878,684,194,700,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2762,1466,1296,484,49,1,1629,969,660,665,603,62,298,6
373,1675,888,787,340,242,170,550,358,192,459,385,74,174,24
1661,7676,4043,3633,1470,1177,487,2629,1669,960,2092,1865,227,926,127
995,4773,2538,2235,976,223,0,2033,1344,689,1679,1203,476,572,12
3373,14259,7611,6648,2353,1591,0,7890,4520,3370,4087,3658,429,1307,28
2568,12091,6429,5662,2253,1148,2,5667,3492,2175,4086,3277,809,2031,77
1421,5889,3115,2774,1083,754,0,2930,1747,1183,1826,1448,378,247,23
98,458,237,221,102,0,0,190,103,87,135,122,13,97,0
399,1728,915,813,356,518,0,704,431,273,660,464,196,11,11
599,2351,1216,1135,493,661,1,838,499,339,806,615,191,249,5
89,332,177,155,52,92,0,202,113,89,144,100,44,39,3
329,1549,823,726,247,267,0,756,453,303,412,383,29,43,1
199,953,497,456,150,106,0,356,192,164,532,317,215,196,2
413,1786,986,800,272,268,0,796,503,293,842,451,391,314,2
2807,10939,5853,5086,1783,940,2,6093,3525,2568,3370,2887,483,1019,48
1030,4085,2182,1903,688,691,2,2160,1277,883,1555,1158,397,735,36
392,1663,876,787,295,321,0,789,462,327,694,482,212,307,10
25,103,54,49,8,71,9,30,21,9,58,36,22,0,0
469,2092,1069,1023,418,173,0,561,351,210,921,558,363,80,22
465,2023,1079,944,428,449,0,585,384,201,1161,705,456,898,2
433,2014,1060,954,463,947,0,694,444,250,924,550,374,188,57
820,3524,1876,1648,717,54,0,1105,669,436,1519,962,557,552,7
591,2705,1422,1283,685,861,0,775,491,284,873,680,193,393,10
473,1958,1049,909,422,148,0,659,404,255,573,515,58,149,2
1230,5607,2951,2656,1169,802,0,1955,1209,746,1999,1488,511,537,26
624,2603,1385,1218,465,568,0,1039,638,401,908,748,160,264,1
432,1896,1044,852,311,51,0,882,569,313,640,509,131,343,4
192,979,513,466,171,325,0,422,257,165,361,239,122,91,0
969,4561,2429,2132,838,877,1,1559,1018,541,1380,1166,214,632,8
622,2952,1561,1391,666,654,1,1051,663,388,956,757,199,595,8
897,4385,2293,2092,917,205,0,1646,952,694,1135,1055,80,316,3
1207,5336,2816,2520,943,949,3,2347,1385,962,1501,1358,143,521,0
817,3737,1979,1758,777,525,1,1544,905,639,1975,1195,780,600,385
65,307,164,143,56,0,0,48,29,19,68,65,3,56,1
326,1413,746,667,220,269,0,910,527,383,484,388,96,2,3
576,2675,1430,1245,503,724,0,1128,701,427,862,621,241,396,12
154,663,379,284,52,81,0,306,213,93,383,234,149,258,10
1062,4898,2550,2348,1088,457,0,1341,789,552,1786,1141,645,708,15
427,2072,1104,968,430,441,5,672,473,199,615,531,84,43,22
1522,7149,3849,3300,1327,659,1,3047,1965,1082,2461,1760,701,913,10
2057,9104,4796,4308,1725,646,0,3886,2409,1477,2919,2204,715,582,37
2641,10810,5718,5092,1887,1670,3,4397,2625,1772,3973,2991,982,1138,35
174,582,316,266,62,42,0,432,249,183,337,219,118,321,1
5,13,7,6,0,0,0,9,7,2,9,5,4,0,0
229,960,514,446,218,254,2,470,257,213,358,257,101,2,1
267,1193,640,553,227,190,0,464,289,175,435,308,127,218,2
4800,21273,11262,10011,4098,3170,312,9076,5388,3688,6940,5230,1710,3350,123
418,1793,951,842,378,952,0,640,410,230,524,458,66,194,4
654,2863,1521,1342,590,335,0,1338,860,478,972,750,222,507,8
630,2865,1526,1339,572,31,0,1257,784,473,929,727,202,320,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,4474,2383,2091,850,210,0,2204,1318,886,1576,1207,369,162,1
443,1868,1000,868,338,0,0,349,228,121,850,584,266,155,25
821,3180,1686,1494,606,893,1,1051,615,436,1402,924,478,346,32
205,956,523,433,197,294,0,290,198,92,468,273,195,9,0
25,102,52,50,25,0,0,50,24,26,31,25,6,12,0
48,176,101,75,29,0,0,122,81,41,53,50,3,11,0
538,2389,1236,1153,551,421,3,999,588,411,678,602,76,488,0
1816,7975,4215,3760,1703,849,1,3318,2075,1243,2316,1911,405,1188,22
195,707,380,327,156,311,0,375,213,162,189,177,12,0,0
619,2457,1299,1158,339,355,0,1437,779,658,905,643,262,134,1
469,2084,1077,1007,454,276,0,902,532,370,519,469,50,180,8
403,2139,1125,1014,465,572,0,598,364,234,590,570,20,367,6
14,78,44,34,16,2,0,23,16,7,21,20,1,0,0
330,1786,941,845,399,173,0,549,345,204,479,441,38,256,5
1843,9239,4983,4256,1719,1005,0,4492,2722,1770,2816,2401,415,1415,43
123,540,289,251,79,0,0,310,189,121,141,137,4,42,0
1477,6847,3632,3215,1487,1275,2,2978,1716,1262,2061,1756,305,974,18
113,522,267,255,130,139,0,249,136,113,132,117,15,70,0
267,1183,627,556,150,75,0,828,449,379,320,287,33,63,0
566,2431,1280,1151,546,1083,1,652,422,230,624,593,31,338,5
72354,354748,188181,166567,69958,38737,70,148589,92512,56077,116111,90265,25846,37515,3694
66903,326332,173053,153279,64964,36990,63,133022,83431,49591,107059,83058,24001,36592,3219
5451,28416,15128,13288,4994,1747,7,15567,9081,6486,9052,7207,1845,923,475
760,3752,1980,1772,824,888,1,1702,1056,646,915,860,55,171,2
602,2908,1541,1367,711,200,0,1214,799,415,820,735,85,170,0
2910,14267,7595,6672,2831,1731,1,5637,3720,1917,5530,3785,1745,2383,127
912,4198,2208,1990,872,501,0,2032,1322,710,1316,1019,297,491,128
3970,18427,9760,8667,3677,2222,5,7300,4556,2744,5408,4583,825,2407,71
1264,5802,3094,2708,1285,955,0,1803,1147,656,1676,1476,200,712,29
828,3864,2040,1824,791,262,0,1331,852,479,1278,1023,255,261,5
467,2374,1262,1112,526,212,0,774,539,235,796,634,162,417,0
951,4654,2489,2165,930,860,1,1856,1181,675,1714,1212,502,439,67
306,1527,807,720,337,221,0,734,480,254,401,342,59,80,2
140,655,332,323,113,0,0,375,207,168,443,232,211,87,4
1019,5213,2757,2456,1095,301,0,1811,1169,642,1863,1395,468,977,9
882,4805,2574,2231,1075,445,0,1629,1041,588,1886,1246,640,808,6
1099,5048,2714,2334,1071,1088,0,1634,1110,524,1626,1269,357,676,53
901,4370,2238,2132,953,574,2,1475,928,547,1642,1170,472,323,57
617,2830,1510,1320,616,467,0,1054,691,363,1060,731,329,282,206
216,990,493,497,224,196,0,317,197,120,267,226,41,2,0
1032,5187,2795,2392,1074,263,0,1568,1016,552,1454,1255,199,38,17
804,3666,1912,1754,765,1122,3,1646,1011,635,1026,912,114,427,7
378,1753,906,847,387,147,0,465,258,207,642,456,186,533,5
1353,6443,3386,3057,1378,483,0,1823,1118,705,2185,1622,563,1249,23
360,1697,906,791,377,375,0,581,367,214,480,421,59,231,4
1069,5376,2756,2620,1022,596,1,2284,1396,888,1800,1415,385,807,88
322,1471,753,718,367,47,0,421,280,141,426,338,88,230,26
1211,5700,3012,2688,1038,1052,5,2700,1731,969,1829,1459,370,674,22
1257,6037,3259,2778,1206,1289,1,2558,1602,956,1808,1518,290,335,104
475,2776,1469,1307,555,333,0,1363,871,492,952,712,240,165,8
880,4540,2481,2059,707,1016,6,2432,1468,964,1420,1127,293,529,29
6235,33196,17563,15633,6205,1480,4,15181,8856,6325,9807,7637,2170,1621,501
2772,13623,7073,6550,2912,1686,2,4371,2743,1628,5189,3504,1685,1816,135
261,1242,649,593,238,86,1,555,333,222,326,304,22,203,0
1508,7032,3722,3310,1410,755,0,2559,1605,954,1893,1707,186,782,35
919,4491,2305,2186,940,41,0,1380,846,534,1829,1137,692,667,150
789,3900,2083,1817,731,1186,1,1925,1197,728,1104,941,163,511,28
916,4520,2362,2158,990,838,0,1413,925,488,1214,1085,129,760,41
158,818,428,390,161,0,0,418,270,148,233,212,21,115,0
705,3428,1919,1509,645,407,18,1597,1078,519,1019,954,65,233,23
406,1948,1064,884,388,270,0,1042,655,387,531,462,69,221,1
638,2997,1601,1396,566,346,0,1457,902,555,844,784,60,209,8
87,398,215,183,72,0,0,215,135,80,109,108,1,107,0
715,3465,1846,1619,737,332,0,1245,822,423,1117,874,243,509,7
333,1621,829,792,341,303,0,793,467,326,419,385,34,249,13
168,853,445,408,170,302,0,329,198,131,228,218,10,156,0
1487,6899,3636,3263,1387,691,0,3227,1986,1241,2400,1869,531,1009,69
1091,5176,2775,2401,996,557,1,2476,1509,967,1679,1357,322,485,21
1026,4862,2593,2269,931,301,0,1999,1295,704,1322,1228,94,391,72
254,1114,593,521,244,0,0,555,309,246,289,278,11,97,0
103,374,197,177,56,24,0,277,157,120,111,101,10,52,0
3475,17767,9437,8330,3516,1327,3,6684,4234,2450,7336,4970,2366,2007,195
644,2852,1503,1349,613,604,0,1070,659,411,835,685,150,221,12
244,1289,670,619,271,140,0,574,349,225,589,386,203,218,8
691,3529,1865,1664,679,169,3,1373,924,449,1063,868,195,286,1
177,805,431,374,144,97,0,322,208,114,269,222,47,56,11
360,1806,943,863,394,36,0,662,422,240,602,420,182,158,1
618,2975,1589,1386,648,425,0,1162,768,394,853,784,69,258,8
2083,9311,5041,4270,1726,1053,1,3963,2434,1529,3848,2685,1163,1733,457
340,1732,931,801,341,0,1,462,310,152,678,481,197,196,24
756,3838,2039,1799,758,893,1,1276,882,394,1279,970,309,181,44
150,660,351,309,135,182,0,223,145,78,193,152,41,130,7
959,5224,2780,2444,997,364,0,2101,1313,788,1771,1446,325,508,19
4,24,13,11,5,0,0,10,9,1,5,5,0,0,0
993,4430,2379,2051,822,752,0,1862,1202,660,1445,1179,266,612,1
489,2453,1293,1160,421,576,0,1324,813,511,661,589,72,151,13
535,2754,1468,1286,417,317,0,1604,958,646,667,606,61,131,22
128,585,300,285,100,21,0,228,141,87,130,120,10,114,0
242,1033,545,488,193,36,0,553,333,220,296,281,15,128,2
583,2835,1548,1287,562,162,1,1227,843,384,700,669,31,444,14
1124,5618,2972,2646,1058,175,0,2809,1750,1059,1862,1369,493,325,26
473,2169,1181,988,357,370,0,1392,839,553,954,584,370,191,22
220,1073,576,497,206,41,0,581,363,218,490,274,216,150,35
3270,15681,8340,7341,2998,1273,0,6509,4165,2344,5186,4112,1074,1641,89
643,2742,1450,1292,480,471,0,1210,759,451,810,684,126,495,1
146,860,481,379,196,55,0,308,207,101,211,199,12,161,4
1212,5815,3119,2696,1159,885,1,2789,1723,1066,1891,1480,411,244,74
2724,14631,7777,6854,2323,482,6,8559,4936,3623,4698,3811,887,407,327
1515,7970,4232,3738,1512,380,0,4219,2422,1797,2463,1916,547,272,74
46192,215507,113078,102429,42328,18519,16,91619,55493,36126,71018,53591,17427,20440,1164
46192,215507,113078,102429,42328,18519,16,91619,55493,36126,71018,53591,17427,20440,1164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,9463,4904,4559,1823,917,1,3896,2234,1662,2889,2332,557,1032,10
998,4149,2173,1976,803,168,0,1799,1136,663,1219,1093,126,200,7
397,1603,825,778,322,162,0,615,359,256,385,369,16,205,1
673,3129,1619,1510,613,429,0,1589,935,654,987,796,191,348,17
347,1718,938,780,366,28,0,737,476,261,659,409,250,178,19
149,719,365,354,125,200,2,340,212,128,456,251,205,17,6
1181,5283,2765,2518,1115,250,0,2147,1351,796,1642,1311,331,479,15
1022,4512,2361,2151,844,245,1,1910,1187,723,1709,1119,590,607,13
1436,7171,3778,3393,1476,566,0,2526,1626,900,2346,1745,601,727,12
367,1930,1031,899,393,180,0,605,419,186,800,511,289,60,1
639,2784,1451,1333,564,427,1,1036,620,416,1298,717,581,602,7
661,2960,1537,1423,674,375,0,1128,719,409,1027,699,328,187,31
1338,6003,3182,2821,1217,967,0,2493,1615,878,1914,1546,368,548,13
1924,8266,4415,3851,1610,843,0,3338,2137,1201,2704,2039,665,643,6
264,918,472,446,126,0,0,560,311,249,431,295,136,59,25
1329,5975,3143,2832,1193,451,0,2526,1532,994,2388,1610,778,471,6
1491,7779,4128,3651,1509,547,0,3263,2063,1200,1901,1483,418,486,28
839,4048,2110,1938,774,239,1,1554,998,556,1584,1076,508,363,11
610,2472,1300,1172,477,203,0,1405,830,575,1033,643,390,356,17
480,2485,1324,1161,505,506,3,698,479,219,854,585,269,263,1
1269,5686,2945,2741,1083,213,0,2267,1305,962,1882,1356,526,729,6
546,2627,1367,1260,550,91,0,943,567,376,959,690,269,327,4
579,2436,1323,1113,426,277,0,859,577,282,1084,715,369,280,24
324,1513,822,691,293,65,0,670,402,268,733,392,341,6,1
4381,20253,10695,9558,4032,1495,1,7638,4690,2948,6860,5086,1774,2015,104
1485,6909,3578,3331,1451,608,2,2943,1693,1250,2332,1746,586,1205,17
333,1612,875,737,348,354,0,759,490,269,488,404,84,69,0
451,2387,1273,1114,454,159,0,1170,714,456,646,573,73,208,15
4,11,7,4,0,0,0,11,7,4,5,4,1,0,0
3803,18466,9744,8722,3230,2139,1,9094,5533,3561,5556,4585,971,1304,86
724,3320,1734,1586,634,111,0,1619,955,664,1321,894,427,528,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,5520,2958,2562,1101,167,0,2108,1329,779,1774,1400,374,676,20
596,2975,1556,1419,558,217,0,1121,687,434,1092,739,353,197,2
368,1652,855,797,350,192,0,657,381,276,588,419,169,227,1
1323,7010,3667,3343,1503,292,0,2842,1610,1232,2152,1669,483,636,231
739,3406,1639,1767,708,415,2,1421,805,616,1007,715,292,374,65
162,672,339,333,119,8,0,382,229,153,198,155,43,58,15
121,632,337,295,170,51,0,138,89,49,168,162,6,105,0
192,812,414,398,193,144,0,154,101,53,322,215,107,91,0
677,3169,1638,1531,649,231,0,1388,835,553,940,766,174,284,34
175,950,480,470,211,43,0,342,194,148,266,231,35,76,27
80,447,234,213,95,0,0,153,105,48,128,124,4,0,6
220,1046,541,505,219,0,0,424,264,160,292,279,13,0,1
1035,5202,2692,2510,1089,580,0,2300,1321,979,1478,1235,243,749,26
932,4221,2239,1982,854,73,0,1826,1141,685,1456,1123,333,700,64
282,1485,798,687,311,301,0,592,403,189,477,378,99,15,2
822,3586,1882,1704,779,601,1,1371,792,579,1044,862,182,255,7
1026,4979,2614,2365,894,308,0,2260,1315,945,1658,1244,414,188,12
42,180,92,88,36,0,0,93,57,36,65,46,19,1,0
930,4559,2415,2144,890,440,0,2357,1378,979,1373,1096,277,606,96
488,2184,1170,1014,343,188,0,1369,809,560,857,638,219,215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,1605,835,770,254,31,0,1019,599,420,449,401,48,63,0
466,2178,1096,1082,378,440,0,1308,719,589,756,551,205,129,1
255,1374,719,655,267,70,0,633,379,254,450,344,106,1,0
503,2737,1434,1303,514,371,0,1112,680,432,784,694,90,82,41
923,4339,2250,2089,813,141,0,2111,1099,1012,1152,1031,121,210,7
18595,79310,41740,37570,14466,7517,26,35806,22095,13711,27597,20719,6878,14132,509
18595,79310,41740,37570,14466,7517,26,35806,22095,13711,27597,20719,6878,14132,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1561,825,736,285,157,0,641,424,217,762,485,277,69,1
464,2021,1089,932,412,150,0,837,564,273,642,548,94,413,8
1639,6991,3678,3313,1285,511,1,3503,2165,1338,2381,1884,497,1002,168
164,611,316,295,84,0,0,413,231,182,233,155,78,164,0
724,2932,1547,1385,515,59,0,1623,980,643,1001,819,182,390,19
132,588,305,283,130,0,0,233,131,102,288,148,140,236,0
592,2583,1352,1231,480,333,0,711,473,238,725,670,55,539,1
123,538,286,252,156,538,0,116,72,44,262,138,124,262,0
8342,35976,18909,17067,6356,3081,24,16657,10292,6365,11722,9143,2579,6044,204
725,2823,1468,1355,558,239,0,1343,840,503,847,746,101,560,3
1272,5483,2922,2561,1106,357,0,2191,1425,766,2597,1481,1116,1686,15
1,2,1,1,0,0,0,0,0,0,1,1,0,1,0
728,3477,1812,1665,581,355,1,1439,927,512,1480,895,585,445,49
1171,5051,2677,2374,1024,646,0,1882,1180,702,1828,1383,445,1058,16
1468,5836,3048,2788,944,652,0,3361,1853,1508,1838,1481,357,713,20
504,2056,1097,959,376,208,0,666,436,230,638,546,92,345,5
147,781,408,373,174,231,0,190,102,88,352,196,156,205,0
35740,156473,81631,74842,30692,15372,402,66119,39466,26653,49284,39214,10070,18349,778
35740,156473,81631,74842,30692,15372,402,66119,39466,26653,49284,39214,10070,18349,778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1132,593,539,221,256,0,509,318,191,414,315,99,192,2
681,2882,1577,1305,520,612,0,1359,832,527,848,733,115,263,5
717,3471,1811,1660,796,210,0,1192,787,405,1193,849,344,644,31
1179,5225,2705,2520,982,974,0,1798,1121,677,1354,1242,112,907,2
1534,7015,3649,3366,1367,295,0,2657,1637,1020,2253,1733,520,593,28
909,3532,1868,1664,679,737,1,1427,837,590,1363,938,425,3,0
902,4045,2107,1938,775,491,0,1951,1118,833,1093,989,104,362,17
151,767,402,365,168,0,0,258,147,111,204,192,12,11,11
480,2026,1040,986,368,177,0,1038,563,475,521,462,59,403,3
4226,18971,9855,9116,3773,645,0,8515,4912,3603,5617,4575,1042,2248,139
163,760,403,357,150,108,0,186,125,61,365,212,153,67,3
272,1271,666,605,301,230,0,506,322,184,541,348,193,39,16
