No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
22238,106222,55157,51065,19913,24110,171,46438,28673,17765,49626,28365,21261,10140,741
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1883,993,890,347,192,0,1061,656,405,954,474,480,10,0
5539,26295,13561,12734,4982,5858,28,11295,6930,4365,12136,6841,5295,2925,171
312,1410,720,690,295,485,1,609,407,202,768,399,369,27,1
1985,9576,5003,4573,1718,1375,3,4566,2775,1791,4564,2526,2038,1508,30
1877,8962,4621,4341,1829,2253,4,3803,2293,1510,4233,2366,1867,897,7
2144,10013,5179,4834,1863,2132,5,4654,2834,1820,4352,2700,1652,558,120
179,942,488,454,131,231,1,512,317,195,437,234,203,5,0
8790,42528,22202,20326,7846,10133,128,17725,11087,6638,20067,11608,8459,3026,412
1056,4613,2390,2223,902,1451,1,2213,1374,839,2115,1217,898,1184,0
50860,243629,127577,116052,47211,46972,2210,101328,62673,38655,102894,62741,40153,26143,1292
50860,243629,127577,116052,47211,46972,2210,101328,62673,38655,102894,62741,40153,26143,1292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,4913,2603,2310,939,1254,14,2355,1420,935,1576,1245,331,170,10
150,740,377,363,126,0,0,426,226,200,152,136,16,35,7
1738,8184,4252,3932,1762,709,7,2951,1759,1192,3145,1885,1260,671,10
562,2789,1466,1323,591,392,0,1245,766,479,963,674,289,270,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,433,229,204,96,333,0,148,95,53,164,102,62,3,0
263,1353,713,640,272,0,0,545,317,228,522,347,175,418,0
2097,10231,5354,4877,1923,1734,15,4326,2566,1760,4571,2678,1893,796,18
561,2431,1300,1131,445,575,0,1267,768,499,936,624,312,271,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,11,5,0,0,0,16,11,5,6,5,1,4,0
836,3857,1989,1868,509,57,166,2322,1303,1019,1720,1116,604,343,129
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,409,230,179,79,201,0,149,94,55,146,99,47,107,2
682,3339,1731,1608,741,1136,0,1174,743,431,1203,768,435,663,41
435,2312,1217,1095,523,316,1,818,513,305,792,548,244,422,0
74,305,162,143,50,33,0,209,123,86,123,91,32,77,0
41,187,103,84,34,0,0,134,81,53,70,46,24,43,0
2067,10181,5449,4732,1883,1668,4,4498,2757,1741,4359,2737,1622,926,15
2793,13049,6842,6207,2531,3323,2,5159,3298,1861,5498,3372,2126,1564,26
1973,10314,5442,4872,1892,1465,8,5068,3151,1917,3334,2573,761,1971,101
719,3542,1856,1686,686,1123,196,1064,672,392,1925,1056,869,319,248
14,62,32,30,12,0,0,15,8,7,32,20,12,22,0
83,321,167,154,70,0,0,134,73,61,161,82,79,76,0
519,2522,1350,1172,463,298,0,1155,717,438,1158,723,435,163,2
2699,11650,6073,5577,2099,2659,4,5575,3401,2174,5032,3063,1969,1656,75
5000,24542,12782,11760,4869,5598,1230,10319,6335,3984,10257,6271,3986,1563,106
148,646,319,327,124,270,2,298,177,121,356,174,182,0,0
7215,31628,16503,15125,5906,7296,292,12656,7915,4741,14784,8371,6413,1497,180
57,193,104,89,21,36,0,116,70,46,126,68,58,27,27
1885,8763,4654,4109,1626,1470,1,3705,2359,1346,3730,2346,1384,943,46
209,1004,513,491,155,0,0,521,294,227,465,283,182,5,3
2131,10067,5286,4781,1923,2416,15,4916,2986,1930,4462,2510,1952,1445,20
1619,6852,3611,3241,1295,1826,2,3317,2026,1291,3339,1950,1389,1313,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,662,350,312,128,83,0,329,204,125,177,162,15,25,0
119,583,304,279,127,309,0,189,127,62,282,125,157,25,0
1294,5964,3108,2856,1247,1167,7,1991,1226,765,2836,1554,1282,732,15
205,1228,617,611,256,215,6,261,171,90,438,286,152,125,0
378,1976,1070,906,338,40,0,986,619,367,759,517,242,154,3
1578,8229,4308,3921,1568,710,150,3290,2066,1224,2661,1935,726,506,13
282,1799,946,853,325,0,0,588,408,180,515,385,130,35,6
635,3270,1715,1555,836,517,0,876,589,287,1144,756,388,130,1
585,3629,1901,1728,744,9,0,1832,1142,690,1612,913,699,346,1
1346,7714,3972,3742,1621,1571,56,2429,1543,886,3424,2004,1420,851,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1226,635,591,187,64,0,641,381,260,892,464,428,0,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1980,1052,928,463,70,0,791,511,280,810,519,291,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,260,131,129,54,50,0,83,49,34,150,79,71,150,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,3317,1757,1560,650,278,0,1466,883,583,1444,848,596,541,20
95,429,225,204,75,3,0,190,115,75,207,103,104,205,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,480,247,233,101,95,0,215,135,80,123,106,17,96,0
140,628,326,302,104,220,0,313,199,114,341,203,138,1,1
312,1470,779,691,292,173,0,544,343,201,585,344,241,197,2
1320,5896,3063,2833,1020,1863,8,2999,1849,1150,2795,1489,1306,1043,20
693,3686,1949,1737,867,455,4,1163,776,387,1279,858,421,805,6
60,310,168,142,68,21,0,80,54,26,72,71,1,67,0
206,863,466,397,181,419,1,268,182,86,254,211,43,99,1
12,55,28,27,4,0,0,18,15,3,31,15,16,15,0
34,190,100,90,49,186,2,42,28,14,87,43,44,59,0
433,2250,1168,1082,457,459,0,723,458,265,901,549,352,201,0
584,2775,1445,1330,513,452,0,672,423,249,1073,680,393,662,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,5925,3027,2898,1291,1355,17,1748,1153,595,2895,1559,1336,1278,20
37981,185631,97180,88451,36470,40763,4670,76240,47236,29004,67143,45088,22055,22195,401
37981,185631,97180,88451,36470,40763,4670,76240,47236,29004,67143,45088,22055,22195,401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,10036,5290,4746,2008,1847,2,3711,2292,1419,3459,2567,892,1815,50
430,2117,1119,998,330,248,0,928,568,360,744,496,248,323,0
429,1851,977,874,354,747,4,1022,600,422,487,444,43,241,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,6006,3157,2849,1249,877,286,2087,1378,709,2614,1519,1095,1161,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2619,1403,1216,589,953,1,951,590,361,901,633,268,199,2
289,1373,713,660,311,470,0,448,290,158,465,306,159,144,3
917,4671,2477,2194,912,773,0,2011,1293,718,1799,1161,638,664,32
1197,5593,2955,2638,899,626,0,2567,1615,952,1834,1361,473,151,7
3213,15489,8074,7415,3070,4448,6,5371,3439,1932,5685,3698,1987,2317,17
1531,6968,3648,3320,1329,2064,3,2576,1614,962,3238,1709,1529,1333,16
701,3214,1632,1582,712,356,0,1341,827,514,1477,762,715,710,1
590,2977,1618,1359,563,724,0,1146,732,414,953,758,195,340,1
249,1278,658,620,262,413,0,608,372,236,377,297,80,129,0
1301,6623,3453,3170,1333,926,9,2703,1775,928,2699,1587,1112,809,12
430,2697,1402,1295,589,1071,26,751,481,270,1066,662,404,419,0
1640,8521,4317,4204,1883,1422,0,3321,2048,1273,3050,1953,1097,813,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,7011,3715,3296,1314,1919,0,3434,2146,1288,2383,1737,646,428,13
219,1060,550,510,202,402,0,202,138,64,365,260,105,75,0
1725,8291,4323,3968,1787,2062,723,3247,1909,1338,2760,1957,803,1147,16
644,3006,1617,1389,596,665,2,1137,733,404,1038,730,308,265,2
2332,10902,5774,5128,2170,2106,183,4530,2797,1733,3729,2666,1063,946,100
630,3315,1739,1576,643,646,279,1209,795,414,1116,799,317,592,1
836,3694,1878,1816,699,575,1240,1483,898,585,1159,831,328,708,9
396,1909,1015,894,318,433,0,899,594,305,866,478,388,121,5
768,3985,2067,1918,834,789,1,1625,1038,587,1211,986,225,454,0
972,5058,2709,2349,788,663,0,2988,1762,1226,1638,1267,371,247,5
3759,17958,9358,8600,3199,3483,7,8335,5062,3273,6853,4384,2469,1370,20
630,3478,1870,1608,798,1401,1,1591,955,636,1058,794,264,180,4
1281,6948,3650,3298,1415,1139,1101,2926,1734,1192,2182,1632,550,627,7
125,838,456,382,122,134,0,401,315,86,286,204,82,6,0
739,3540,1835,1705,689,586,253,1373,861,512,1408,956,452,372,9
478,2583,1359,1224,551,222,266,1089,690,399,817,605,212,277,4
782,3762,2008,1754,690,327,37,1428,901,527,1426,965,461,641,1
3186,15117,7756,7361,3043,5175,237,6301,3691,2610,5639,3622,2017,2017,13
232,1143,608,535,219,71,3,500,303,197,361,302,59,154,0
24272,126020,65271,60749,26300,22042,2438,52746,32447,20299,49798,31112,18686,19910,441
24272,126020,65271,60749,26300,22042,2438,52746,32447,20299,49798,31112,18686,19910,441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,4004,2077,1927,847,763,108,1703,1022,681,1455,973,482,242,6
932,4732,2398,2334,1003,797,135,2081,1249,832,1361,1062,299,431,19
719,3373,1712,1661,772,1137,0,1199,748,451,1441,796,645,838,15
919,4989,2602,2387,1087,1246,1,1722,1141,581,2329,1310,1019,1671,8
478,2483,1301,1182,471,373,0,1109,689,420,774,595,179,406,2
31,146,79,67,22,37,0,38,29,9,58,37,21,27,0
38,181,100,81,41,0,0,42,27,15,87,47,40,82,1
289,1436,779,657,292,266,0,694,454,240,499,350,149,323,2
346,1850,966,884,349,514,2,859,535,324,462,417,45,217,2
69,344,169,175,72,0,0,115,73,42,115,85,30,22,0
129,600,325,275,122,0,0,246,166,80,174,160,14,94,0
320,1741,874,867,312,255,0,858,479,379,904,476,428,447,115
54,334,157,177,49,0,0,65,45,20,182,83,99,2,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2057,1068,989,484,32,0,771,480,291,968,521,447,679,8
362,2026,1020,1006,409,671,0,911,569,342,735,478,257,375,1
38,232,125,107,46,143,0,89,56,33,61,58,3,42,0
542,2414,1270,1144,459,588,0,1227,765,462,1027,601,426,485,0
239,1242,651,591,293,527,0,644,381,263,434,283,151,321,1
173,958,483,475,207,84,0,493,302,191,476,246,230,110,39
384,2008,1056,952,382,285,0,795,486,309,1115,633,482,201,21
96,430,224,206,86,269,0,154,92,62,217,104,113,199,0
19,146,75,71,34,0,0,31,15,16,35,30,5,31,0
402,1927,977,950,386,552,2,716,458,258,878,472,406,360,4
717,3678,1879,1799,760,1241,3,1465,895,570,1454,895,559,991,2
202,1189,601,588,286,442,1,464,270,194,488,277,211,301,0
94,381,194,187,89,0,0,107,65,42,192,92,100,142,0
197,1115,564,551,235,240,19,571,343,228,247,237,10,109,0
58,307,155,152,43,68,0,151,95,56,159,81,78,114,0
123,546,295,251,113,55,0,191,127,64,158,143,15,91,0
103,550,290,260,113,411,0,218,124,94,260,148,112,212,0
880,4887,2568,2319,1097,770,2,1706,1063,643,2097,1149,948,312,1
1362,7168,3747,3421,1444,1352,5,3393,2028,1365,2586,1741,845,682,21
83,437,227,210,100,0,0,309,174,135,130,107,23,33,0
677,3348,1754,1594,684,608,1,1397,885,512,1589,829,760,358,6
853,4593,2381,2212,809,1107,0,1840,1153,687,1267,1029,238,683,6
700,3580,1806,1774,729,612,0,1555,934,621,1700,960,740,665,1
100,449,234,215,99,0,0,166,110,56,127,122,5,119,0
633,3059,1554,1505,550,456,2,1344,807,537,1104,732,372,352,13
277,1655,837,818,418,199,0,501,305,196,622,403,219,485,0
123,566,296,270,115,0,0,104,69,35,308,169,139,305,0
297,1758,926,832,446,267,77,568,368,200,747,464,283,408,1
1057,5915,3034,2881,1383,420,0,2124,1259,865,1944,1344,600,731,6
637,3202,1627,1575,749,552,0,1164,737,427,1436,796,640,314,6
1336,6503,3384,3119,1250,253,442,3320,2023,1297,2561,1644,917,428,32
2128,10676,5629,5047,2128,1435,1631,4806,2921,1885,4624,2809,1815,1527,56
394,1974,1014,960,418,200,0,997,592,405,697,459,238,287,5
705,3741,1970,1771,727,490,0,1478,908,570,1645,932,713,462,5
2031,11596,6016,5580,2570,1645,5,4661,2944,1717,4497,2839,1658,2033,6
603,2892,1489,1403,607,680,2,1262,772,490,1105,738,367,133,2
119,602,312,290,113,0,0,322,215,107,267,156,111,28,2
27870,135534,70615,64919,28607,20989,1299,61527,37072,24455,48905,32914,15991,14694,282
27870,135534,70615,64919,28607,20989,1299,61527,37072,24455,48905,32914,15991,14694,282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,6895,3634,3261,1560,1128,1,2445,1566,879,2772,1784,988,482,10
831,4722,2482,2240,985,482,0,1497,949,548,2045,1280,765,138,0
2101,9814,5133,4681,2017,1455,156,4628,2835,1793,3582,2279,1303,874,26
1854,9662,5011,4651,2164,971,12,3653,2244,1409,3049,2207,842,954,61
732,3565,1883,1682,846,362,5,1562,937,625,1571,986,585,646,6
847,3983,2082,1901,795,321,1,1899,1157,742,1467,995,472,29,10
336,2124,1115,1009,347,136,0,1282,763,519,800,559,241,539,2
1353,6078,3132,2946,1227,986,2,2854,1730,1124,1983,1443,540,910,2
600,2578,1341,1237,444,256,0,1463,875,588,760,616,144,420,1
1224,5995,3089,2906,1367,984,3,2613,1601,1012,2113,1380,733,63,3
1066,5018,2666,2352,992,1364,8,2278,1412,866,1964,1285,679,131,12
283,1357,712,645,267,125,0,698,418,280,583,321,262,500,2
286,1477,767,710,323,107,5,690,407,283,351,327,24,47,0
2510,12157,6399,5758,2034,1711,1,7890,4511,3379,3432,2888,544,674,41
3239,16044,8225,7819,3718,1807,8,7135,4255,2880,5467,3713,1754,1261,37
1448,7408,3875,3533,1725,964,244,2893,1794,1099,2256,1764,492,394,11
1119,5254,2699,2555,1122,1366,2,2628,1582,1046,1876,1271,605,870,6
1895,8643,4528,4115,1700,1791,4,4027,2414,1613,3487,2100,1387,1401,22
473,2267,1202,1065,438,148,0,1139,674,465,910,597,313,196,6
1101,4879,2518,2361,948,659,0,1988,1161,827,1896,1255,641,966,12
1266,5654,2940,2714,1175,773,270,2173,1418,755,2353,1459,894,744,0
666,3356,1760,1596,773,1314,482,1177,701,476,1414,788,626,175,2
1281,6604,3422,3182,1640,1779,95,2915,1668,1247,2774,1617,1157,2280,10
37677,189159,99033,90126,39894,30938,604,71931,45126,26805,69773,46551,23222,27493,629
37677,189159,99033,90126,39894,30938,604,71931,45126,26805,69773,46551,23222,27493,629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,604,302,302,124,0,0,115,80,35,312,164,148,1,0
1064,4968,2576,2392,1069,576,0,1864,1170,694,1825,1212,613,666,0
2505,11703,6146,5557,2375,2757,5,5223,3160,2063,4248,2810,1438,1421,127
2081,9782,5151,4631,2124,2775,7,3183,2036,1147,3162,2303,859,1347,3
2431,10766,5647,5119,2206,1919,1,3722,2301,1421,3698,2613,1085,2050,19
1404,7047,3698,3349,1508,1052,1,2166,1489,677,2690,1746,944,807,26
1217,5760,3004,2756,1271,998,545,1679,1072,607,1678,1342,336,984,0
1064,5300,2764,2536,1238,908,0,1745,1114,631,2243,1297,946,1096,6
690,3526,1873,1653,678,266,1,1871,1117,754,1313,882,431,316,114
1035,4846,2529,2317,958,572,0,1796,1175,621,1740,1187,553,506,15
705,3399,1752,1647,796,181,0,991,594,397,1215,848,367,812,25
1351,6938,3614,3324,1606,1401,2,2898,1820,1078,2526,1629,897,753,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,4720,2473,2247,1088,336,0,1901,1211,690,2110,1201,909,809,6
462,2280,1158,1122,582,96,0,835,536,299,739,514,225,346,2
1061,5235,2692,2543,1236,1318,1,1587,1011,576,2126,1261,865,779,5
123,622,330,292,170,0,0,264,168,96,262,129,133,109,0
312,1689,884,805,387,765,0,488,316,172,693,444,249,405,0
491,2480,1315,1165,486,407,0,1219,781,438,873,595,278,701,1
245,1339,714,625,284,152,1,365,267,98,760,385,375,188,0
886,4584,2474,2110,831,824,1,1900,1250,650,2498,1334,1164,1196,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,3458,1830,1628,719,663,0,1426,873,553,1380,890,490,113,4
903,4676,2443,2233,1049,305,0,1472,988,484,1673,1160,513,509,0
63,346,179,167,80,0,0,84,51,33,89,77,12,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1154,602,552,247,167,0,503,314,189,343,281,62,123,0
308,1475,780,695,306,270,0,328,228,100,558,434,124,278,10
840,4137,2181,1956,887,663,0,1624,1008,616,1170,1002,168,487,19
3730,17741,9332,8409,3608,2467,7,6985,4311,2674,6833,4486,2347,2836,82
477,2477,1283,1194,476,992,0,993,594,399,1071,661,410,505,1
816,5062,2654,2408,1228,769,8,1426,942,484,1996,1179,817,759,3
1492,8200,4317,3883,1936,1177,2,2001,1311,690,2972,1916,1056,1078,27
2072,11441,5988,5453,2078,1334,17,6368,3692,2676,3469,2684,785,886,35
1079,5951,3115,2836,1216,526,0,2266,1435,831,1819,1454,365,981,4
1090,5493,2897,2596,1083,1408,0,2085,1314,771,1988,1322,666,987,12
489,2867,1494,1373,558,268,0,1396,890,506,756,632,124,569,25
2,13,9,4,2,0,0,7,5,2,6,4,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,3585,1834,1751,704,646,0,1684,1049,635,1449,974,475,240,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,6572,3391,3181,1197,492,0,2865,1783,1082,3123,1857,1266,596,7
1342,6923,3608,3315,1503,1488,5,2606,1670,936,2367,1642,725,1246,17
20139,104436,54688,49748,21789,10276,125,41376,25657,15719,39001,24954,14047,20120,381
20139,104436,54688,49748,21789,10276,125,41376,25657,15719,39001,24954,14047,20120,381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,5447,2860,2587,1137,106,0,1602,1098,504,2155,1330,825,1207,1
57,299,159,140,66,55,0,79,53,26,109,53,56,54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,269,148,121,55,0,0,121,86,35,66,57,9,18,0
1720,10089,5308,4781,2325,1486,13,3495,2278,1217,4907,2862,2045,1902,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,5802,3062,2740,1258,603,1,2360,1550,810,2103,1386,717,906,12
75,333,180,153,79,0,0,84,58,26,153,76,77,76,0
2147,11189,5851,5338,2409,1477,0,4056,2614,1442,4123,2556,1567,2420,44
1465,7876,4110,3766,1881,925,1,2976,1826,1150,2483,1801,682,1277,3
799,3446,1807,1639,571,245,0,2037,1153,884,1098,823,275,109,3
1496,7441,3891,3550,1443,619,4,3443,2066,1377,2754,1711,1043,1524,69
