No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
2786,14241,7173,7068,3084,545,541,5158,3184,1974,4502,3207,1295,2487,21
1113,5641,2956,2685,1145,193,85,2296,1386,910,2095,1474,621,813,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,791,397,394,168,0,0,141,84,57,214,197,17,13,1
351,1893,988,905,414,143,0,583,356,227,433,384,49,153,1
137,624,315,309,101,13,58,232,142,90,137,116,21,66,0
67,277,138,139,52,0,275,84,48,36,147,74,73,140,1
122,739,370,369,115,0,0,202,110,92,298,232,66,162,12
58,291,139,152,43,0,0,125,63,62,80,57,23,34,1
217,1154,601,553,257,0,0,454,268,186,416,308,108,182,0
171,935,473,462,171,0,0,387,238,149,259,242,17,99,1
350,1600,839,761,284,601,7,452,281,171,463,376,87,11,1
329,1677,824,853,389,0,0,426,283,143,925,495,430,166,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,7439,3742,3697,1768,101,38,2040,1252,788,2510,1901,609,1457,29
104,573,313,260,115,0,5,267,182,85,295,181,114,37,0
205,1037,535,502,250,0,95,411,310,101,367,330,37,192,0
180,889,461,428,188,0,56,320,209,111,246,211,35,114,0
306,1456,740,716,326,95,284,491,299,192,747,398,349,182,3
78,399,212,187,105,0,19,147,77,70,105,96,9,97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1700,882,818,415,191,124,672,429,243,536,407,129,241,6
857,4521,2371,2150,1027,143,0,1994,1181,813,1558,898,660,1003,30
126,562,300,262,103,92,0,344,202,142,192,176,16,89,7
1014,5048,2525,2523,1236,55,51,2152,1223,929,1717,1147,570,741,77
499,2339,1166,1173,409,178,20,703,430,273,974,606,368,434,65
137,709,385,324,138,2,3,175,115,60,215,213,2,79,0
839,4230,2173,2057,955,104,0,1226,796,430,1565,1035,530,795,3
46,234,118,116,41,0,33,108,61,47,50,42,8,44,0
1,4,3,1,0,0,0,3,3,0,1,1,0,0,0
6,31,16,15,5,0,0,18,12,6,7,7,0,5,0
697,3556,1814,1742,774,126,305,1562,912,650,984,672,312,680,6
137,769,408,361,170,2,241,321,199,122,262,222,40,165,0
134,678,322,356,134,34,33,303,153,150,284,155,129,216,4
390,1998,1056,942,419,205,0,954,601,353,917,584,333,219,0
169,953,468,485,251,63,0,344,177,167,360,217,143,172,0
25,137,78,59,34,0,0,69,49,20,65,40,25,25,0
150,737,387,350,156,0,0,305,172,133,196,187,9,66,0
289,1517,753,764,366,18,0,431,252,179,515,351,164,280,0
483,2537,1248,1289,637,18,6,688,384,304,893,576,317,436,23
47,238,115,123,40,30,0,64,37,27,108,48,60,41,0
55,257,128,129,22,60,177,16,11,5,138,67,71,41,0
91,442,225,217,87,1,93,63,40,23,121,102,19,95,0
29,139,70,69,28,0,0,87,52,35,49,43,6,48,0
100,485,237,248,109,0,0,46,34,12,111,100,11,83,0
599,3091,1559,1532,777,2,39,1078,628,450,1127,712,415,566,1
20,106,55,51,36,0,0,33,25,8,32,29,3,23,0
13,64,28,36,12,15,0,28,18,10,17,13,4,8,0
242,1236,640,596,236,103,0,435,261,174,324,303,21,210,6
791,4202,2109,2093,1038,59,15,1614,953,661,1502,1029,473,611,3
250,1247,664,583,290,24,0,546,323,223,481,335,146,180,1
341,1606,868,738,336,88,146,647,408,239,520,381,139,258,0
1691,8993,4635,4358,1867,426,12,4472,2606,1866,2974,2327,647,758,73
373,1987,1026,961,422,346,0,992,557,435,579,435,144,289,6
81,414,206,208,101,0,45,222,132,90,114,102,12,1,1
448,2284,1181,1103,516,0,0,969,598,371,967,620,347,376,1
385,1880,943,937,417,47,0,803,459,344,874,561,313,204,33
67,331,159,172,85,0,0,123,79,44,138,82,56,48,0
85,423,222,201,93,11,1,204,147,57,97,91,6,67,18
745,3604,1837,1767,717,145,21,1415,939,476,1489,980,509,665,22
384,1907,1000,907,421,79,49,744,468,276,725,537,188,313,0
612,3169,1661,1508,725,14,33,1447,892,555,1008,759,249,350,1
140,609,310,299,149,165,0,268,172,96,167,159,8,135,1
92,444,218,226,99,0,0,151,78,73,117,106,11,57,3
177,903,475,428,229,0,115,234,134,100,251,240,11,195,1
695,3200,1666,1534,624,733,459,959,546,413,1200,876,324,895,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,342,194,148,51,7,0,155,100,55,113,104,9,33,1
228,1129,587,542,257,192,0,478,278,200,319,304,15,201,0
445,2244,1155,1089,511,11,0,867,501,366,600,551,49,400,4
261,1198,620,578,210,0,0,487,295,192,331,260,71,111,2
467,2358,1236,1122,481,203,0,1099,678,421,718,583,135,312,8
167,750,398,352,144,113,0,399,238,161,317,222,95,157,0
55,242,118,124,54,0,0,107,60,47,56,49,7,24,0
48,232,121,111,39,19,0,145,91,54,67,64,3,25,0
1238,6026,3172,2854,1156,617,1,2734,1649,1085,1729,1646,83,909,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2231,1139,1092,476,220,131,894,535,359,852,612,240,386,7
156,813,407,406,148,34,0,409,232,177,318,214,104,84,0
52702,262494,135774,126720,53557,9671,17170,107110,63974,43136,85722,65335,20387,34850,862
52702,262494,135774,126720,53557,9671,17170,107110,63974,43136,85722,65335,20387,34850,862
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,3714,1941,1773,781,469,76,1714,987,727,1079,908,171,782,4
504,2500,1287,1213,461,0,11,993,545,448,773,672,101,561,8
249,1227,637,590,236,8,82,560,306,254,315,289,26,194,1
606,3007,1573,1434,648,177,285,1314,820,494,1261,828,433,248,6
272,1162,573,589,234,145,242,301,190,111,391,283,108,74,0
117,575,315,260,88,542,0,350,240,110,252,139,113,233,0
251,1228,657,571,204,232,0,693,442,251,564,349,215,250,19
140,589,298,291,122,124,0,338,196,142,315,174,141,30,3
93,393,218,175,54,9,0,261,159,102,177,122,55,55,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2847,1458,1389,609,8,6,1450,876,574,840,726,114,435,2
295,1182,612,570,223,78,51,624,377,247,362,330,32,164,14
141,584,304,280,112,0,35,271,171,100,209,166,43,4,0
308,1593,870,723,311,106,92,951,577,374,570,405,165,169,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,728,360,368,160,0,0,151,72,79,187,180,7,170,0
821,4056,2084,1972,801,13,0,1702,996,706,1218,997,221,479,3
231,1211,638,573,223,39,0,523,314,209,384,338,46,233,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,129,58,71,43,0,0,34,18,16,26,21,5,25,0
1792,9302,4783,4519,1872,378,1202,3538,2164,1374,2914,2401,513,1675,34
273,1263,713,550,210,37,0,741,458,283,372,330,42,84,8
562,2870,1520,1350,522,387,0,1254,792,462,1133,745,388,450,17
1213,5419,2721,2698,1142,278,4,2707,1550,1157,1890,1394,496,945,2
434,2148,1095,1053,405,24,0,1028,624,404,795,535,260,431,1
480,2429,1239,1190,546,176,193,1320,763,557,877,570,307,530,0
124,633,318,315,115,0,0,244,140,104,259,127,132,88,0
358,1685,882,803,404,98,44,682,431,251,854,454,400,252,2
243,1172,579,593,207,26,118,585,350,235,653,348,305,186,3
144,695,362,333,132,0,0,291,174,117,386,204,182,213,0
225,974,501,473,189,0,393,454,267,187,502,269,233,168,0
69,371,200,171,66,8,88,153,102,51,118,98,20,104,0
952,4875,2547,2328,1112,57,525,2210,1294,916,1480,1072,408,540,0
616,3097,1578,1519,670,23,514,1482,916,566,1240,824,416,428,0
88,432,231,201,59,0,96,227,130,97,177,108,69,100,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1856,969,887,351,0,269,848,549,299,674,543,131,118,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,123,66,57,30,0,0,52,30,22,41,34,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,929,458,471,174,21,0,268,195,73,375,226,149,102,0
514,2481,1260,1221,567,31,0,672,416,256,632,525,107,380,1
98,496,270,226,102,0,55,112,68,44,143,125,18,75,0
234,1328,702,626,287,0,0,431,273,158,294,272,22,51,0
77,409,219,190,79,0,0,95,59,36,172,94,78,24,0
304,1559,816,743,316,0,0,603,411,192,467,383,84,113,2
156,930,493,437,170,0,0,81,59,22,344,175,169,291,0
229,1118,578,540,242,0,86,476,299,177,348,306,42,0,1
25,77,41,36,12,4,20,46,32,14,35,33,2,0,0
604,3208,1633,1575,692,156,479,1555,946,609,1453,894,559,397,9
57,275,142,133,34,0,0,198,117,81,107,82,25,3,0
596,3042,1566,1476,668,42,910,1211,741,470,1386,855,531,587,14
339,1813,949,864,249,0,0,1044,584,460,490,418,72,329,23
444,2300,1203,1097,452,69,0,968,574,394,553,519,34,5,11
146,699,360,339,144,0,84,281,158,123,142,135,7,0,0
503,2302,1183,1119,479,228,160,1177,651,526,626,540,86,188,13
241,1154,614,540,204,29,183,482,318,164,444,263,181,295,1
1063,5662,2856,2806,1238,223,85,1720,969,751,1589,1216,373,693,7
236,963,473,490,204,0,963,305,189,116,454,247,207,177,0
247,1435,759,676,319,23,0,589,333,256,475,367,108,239,0
368,1914,979,935,393,0,0,758,445,313,508,456,52,319,4
98,475,267,208,67,12,0,159,117,42,139,123,16,110,1
36,157,73,84,39,0,0,86,47,39,43,38,5,0,0
708,3175,1589,1586,582,186,274,1310,795,515,965,776,189,33,11
670,3377,1789,1588,633,10,0,1384,840,544,1033,879,154,22,1
115,554,296,258,125,0,187,186,113,73,168,150,18,1,0
25,93,49,44,24,0,0,14,10,4,24,19,5,14,0
255,1256,665,591,243,0,0,278,201,77,343,314,29,113,0
240,1069,539,530,205,0,1065,444,280,164,701,354,347,10,0
46,212,113,99,40,0,0,92,52,40,50,45,5,0,0
655,3394,1822,1572,687,110,196,1442,890,552,927,849,78,189,1
54,245,134,111,42,0,0,127,85,42,84,78,6,0,0
127,505,256,249,77,17,336,218,133,85,142,119,23,8,0
99,634,298,336,99,15,108,344,169,175,159,133,26,59,8
468,2399,1233,1166,480,0,0,965,545,420,712,546,166,112,1
192,1062,555,507,215,0,0,540,295,245,255,229,26,130,1
271,1452,736,716,315,35,0,652,389,263,448,378,70,117,6
129,606,306,300,141,121,319,261,176,85,176,155,21,125,2
1142,6006,3120,2886,1315,136,0,2214,1358,856,1580,1361,219,529,29
577,3047,1606,1441,611,0,0,1073,654,419,829,714,115,267,5
122,640,314,326,144,0,0,122,59,63,160,154,6,160,0
501,2575,1333,1242,577,145,0,875,509,366,900,589,311,233,9
764,3617,1875,1742,743,21,720,1501,898,603,1155,952,203,670,105
102,555,289,266,108,0,0,184,102,82,160,148,12,51,0
34,159,83,76,29,0,0,66,40,26,55,47,8,33,0
484,2635,1344,1291,667,31,771,1044,632,412,943,640,303,507,0
129,646,331,315,134,8,294,128,69,59,179,168,11,43,0
462,2220,1138,1082,517,48,216,800,500,300,694,544,150,523,1
434,2232,1108,1124,563,0,0,605,346,259,759,519,240,367,1
473,2420,1230,1190,618,38,88,1034,576,458,541,494,47,104,4
170,903,463,440,183,0,0,389,219,170,180,172,8,43,0
137,731,399,332,146,0,0,349,204,145,183,171,12,64,0
648,3446,1773,1673,750,264,0,1277,736,541,859,792,67,466,3
63,299,158,141,80,47,0,140,87,53,92,85,7,30,2
241,1268,686,582,256,16,275,559,327,232,391,358,33,195,0
660,3311,1719,1592,680,14,92,1643,1002,641,1102,854,248,660,22
80,366,201,165,64,0,0,243,150,93,94,79,15,73,0
101,458,234,224,80,0,455,128,75,53,191,146,45,153,0
1597,7996,4155,3841,1815,299,780,2955,1828,1127,2377,1818,559,1638,22
555,2641,1312,1329,627,1,953,793,457,336,881,582,299,375,4
144,723,356,367,154,0,472,325,192,133,226,180,46,70,0
1188,5993,3110,2883,1200,268,103,2713,1567,1146,1529,1341,188,643,7
324,1564,809,755,367,12,68,642,386,256,596,361,235,208,2
207,1052,516,536,244,0,68,319,171,148,351,240,111,75,0
113,528,282,246,75,0,76,327,191,136,159,138,21,61,1
316,1665,841,824,342,0,162,917,488,429,550,385,165,129,67
118,706,370,336,168,0,0,259,184,75,289,163,126,130,0
358,1501,813,688,206,227,45,792,515,277,548,390,158,189,129
11,44,20,24,12,0,38,9,6,3,13,12,1,13,0
738,3602,1916,1686,670,48,245,1318,780,538,1167,947,220,642,3
449,2247,1179,1068,400,0,14,1014,611,403,619,535,84,180,2
115,528,278,250,79,44,90,207,122,85,213,165,48,132,8
260,1274,657,617,295,288,37,526,323,203,462,319,143,190,3
194,974,490,484,186,0,0,470,285,185,290,275,15,135,0
