No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
690,3373,1765,1608,801,105,0,1379,895,484,1332,836,496,451,4
573,2750,1430,1320,597,657,0,1147,718,429,1034,658,376,845,1
98,423,223,200,75,142,0,194,119,75,119,107,12,68,0
1755,8386,4388,3998,1747,1080,5,3677,2345,1332,3671,2214,1457,1057,11
706,3321,1725,1596,695,389,189,1348,804,544,1481,826,655,330,1
331,1498,767,731,272,154,335,921,560,361,716,375,341,281,0
1846,8805,4527,4278,1835,971,0,3821,2308,1513,3567,2159,1408,1880,25
110,540,295,245,91,0,0,249,150,99,217,136,81,160,0
1888,8719,4484,4235,1753,3549,469,3160,2017,1143,3692,2204,1488,2068,10
1196,5779,3002,2777,1166,344,402,2902,1745,1157,2081,1302,779,1160,5
752,4033,2075,1958,872,343,8,1803,1179,624,1446,941,505,563,106
669,3283,1694,1589,670,473,38,1231,783,448,1408,819,589,1101,49
1291,6648,3452,3196,1550,962,78,2845,1761,1084,2012,1468,544,1037,11
345,1644,875,769,401,267,0,583,387,196,669,396,273,373,2
1560,7849,4029,3820,1636,288,0,3574,2224,1350,2967,1838,1129,1090,52
1162,5537,2880,2657,1084,98,0,2740,1689,1051,2160,1304,856,1442,56
937,4501,2339,2162,887,1385,0,2097,1362,735,1714,1094,620,925,46
1530,8765,4415,4350,1918,416,0,3362,2105,1257,3696,2221,1475,1340,15
1401,7115,3638,3477,1427,607,0,3325,2088,1237,2737,1651,1086,839,10
675,3016,1586,1430,549,142,37,1490,951,539,1498,781,717,227,3
2379,11434,6044,5390,2228,1914,44,6190,3689,2501,3570,2629,941,1647,178
242,1263,672,591,285,0,0,641,394,247,421,315,106,317,0
648,3718,1918,1800,850,700,0,1582,995,587,1281,872,409,468,1
477,2499,1285,1214,545,419,0,1380,812,568,902,574,328,763,1
431,2125,1112,1013,368,380,0,1353,810,543,540,508,32,201,1
402,1697,904,793,332,198,0,813,520,293,438,426,12,120,2
2276,11215,5882,5333,2209,2295,120,5300,3344,1956,5473,3151,2322,2735,161
1804,8382,4265,4117,1605,1680,3,4189,2573,1616,2770,1978,792,1116,192
736,3508,1845,1663,604,316,2,1870,1140,730,1603,849,754,1029,43
3512,17474,8959,8515,3344,3000,83,8411,5159,3252,6703,4411,2292,3939,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,9440,4949,4491,1912,3719,0,5089,3022,2067,4257,2492,1765,1785,6
700,3031,1587,1444,604,294,0,1777,1067,710,906,710,196,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,7892,4127,3765,1642,1116,166,4016,2470,1546,3193,1995,1198,1638,22
826,4000,2128,1872,820,0,0,1837,1206,631,1442,935,507,505,7
496,2504,1292,1212,522,0,0,879,545,334,1075,602,473,135,0
467,2395,1259,1136,574,62,1,1011,658,353,891,556,335,460,46
133,561,283,278,134,330,0,183,145,38,306,161,145,102,1
579,3478,1739,1739,805,215,3,1256,792,464,1296,812,484,189,6
1651,8981,4762,4219,1953,3971,312,3916,2482,1434,3790,2376,1414,2053,16
208,978,531,447,130,0,0,777,436,341,276,262,14,80,5
369,1897,961,936,451,187,1,924,524,400,660,465,195,74,0
335,1675,887,788,391,188,0,691,429,262,793,445,348,284,0
693,3795,1948,1847,657,886,22,2073,1222,851,1590,923,667,448,2
1095,6112,3212,2900,1204,2481,574,3162,1965,1197,2900,1566,1334,1164,16
1103,6700,3485,3215,1245,2894,6,2694,1807,887,2878,1745,1133,1113,23
374,1978,1029,949,383,230,537,757,489,268,522,482,40,443,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,9705,4986,4719,2061,5099,1,4048,2611,1437,3099,2475,624,1516,21
21697,106884,55458,51426,21204,15131,831,49326,30449,18877,41375,26317,15058,14675,654
21697,106884,55458,51426,21204,15131,831,49326,30449,18877,41375,26317,15058,14675,654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1232,643,589,243,19,1,495,340,155,653,332,321,155,1
2248,11417,5867,5550,2195,963,0,5411,3319,2092,4545,2780,1765,2025,18
1600,7788,3992,3796,1437,2332,20,3364,2102,1262,3121,1946,1175,997,59
29,162,80,82,37,0,0,75,45,30,81,38,43,38,0
5103,25760,13430,12330,5012,2727,159,11376,7224,4152,10287,6514,3773,3635,155
194,1057,530,527,238,378,2,376,228,148,404,265,139,135,5
1968,9332,4911,4421,1960,1844,3,4691,2920,1771,3562,2256,1306,721,8
5347,25743,13455,12288,5144,1852,17,12542,7700,4842,9650,6481,3169,3468,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,10219,5229,4990,2027,2302,619,4149,2520,1629,3666,2398,1268,1735,32
1262,6791,3438,3353,1538,1179,0,3159,1790,1369,2500,1480,1020,968,197
949,4901,2620,2281,926,1158,10,2283,1424,859,2067,1253,814,565,63
510,2482,1263,1219,447,377,0,1405,837,568,839,574,265,233,1
41516,215643,111153,104490,43846,32229,182,100401,62460,37941,84284,53366,30918,22925,973
41516,215643,111153,104490,43846,32229,182,100401,62460,37941,84284,53366,30918,22925,973
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,3505,1776,1729,687,724,0,1640,1042,598,1533,909,624,192,1
97,402,208,194,90,0,0,180,117,63,204,105,99,2,0
134,574,305,269,89,0,0,379,223,156,285,142,143,0,0
434,2159,1127,1032,387,608,0,1091,701,390,836,554,282,584,0
453,2035,1049,986,369,46,1,1206,695,511,666,460,206,134,26
1415,7111,3630,3481,1425,1593,0,3267,1977,1290,2837,1819,1018,866,54
623,2805,1479,1326,549,477,0,1275,850,425,1132,753,379,147,0
46,271,144,127,52,3,0,144,90,54,119,68,51,27,0
389,2187,1113,1074,440,481,0,801,500,301,1082,574,508,100,1
1850,9862,5129,4733,1789,2262,1,4789,2988,1801,4899,2604,2295,822,19
965,4643,2432,2211,876,149,0,2098,1289,809,2251,1308,943,288,4
439,2138,1066,1072,479,0,0,905,586,319,887,519,368,33,1
623,3297,1672,1625,701,506,0,1576,1010,566,1065,771,294,266,1
174,1025,520,505,220,60,42,296,190,106,367,269,98,148,9
1375,6967,3567,3400,1495,1192,10,3320,2186,1134,2772,1716,1056,2156,68
705,3901,2042,1859,849,903,1,1225,854,371,2090,1073,1017,389,5
2192,11486,5998,5488,2401,1610,15,5388,3486,1902,4456,2852,1604,1326,6
579,2635,1318,1317,505,541,4,1224,786,438,1314,671,643,575,10
530,3084,1587,1497,623,665,0,1486,925,561,1268,796,472,83,2
2171,11243,5711,5532,2268,1947,1,5370,3335,2035,4657,2613,2044,2214,66
973,4895,2533,2362,1051,309,1,2286,1419,867,1873,1176,697,1043,9
462,2492,1296,1196,557,665,1,1045,690,355,1122,616,506,444,4
207,841,433,408,189,293,0,375,212,163,374,203,171,2,2
569,3095,1573,1522,662,365,0,1258,789,469,1329,761,568,372,0
382,2176,1096,1080,439,416,0,1012,654,358,770,543,227,337,29
295,1472,775,697,284,60,0,699,462,237,404,374,30,16,0
913,5092,2679,2413,936,449,0,2668,1708,960,2115,1288,827,823,31
213,1087,551,536,250,0,0,650,392,258,453,265,188,27,8
1137,6358,3314,3044,1365,333,0,2559,1697,862,2726,1614,1112,756,15
2233,11415,5949,5466,2185,1654,11,6403,3781,2622,3507,2745,762,875,66
696,3551,1860,1691,658,382,0,2135,1265,870,1178,899,279,279,9
927,4468,2319,2149,846,1150,5,2366,1382,984,1210,1044,166,254,62
724,3834,2006,1828,821,886,0,1696,1039,657,1185,929,256,212,29
459,2403,1237,1166,570,372,0,1059,692,367,740,551,189,173,8
495,2317,1207,1110,512,550,0,779,513,266,1052,584,468,336,8
429,2338,1229,1109,511,497,3,1113,672,441,668,547,121,183,10
186,1043,571,472,193,181,0,505,277,228,262,225,37,91,7
1819,9534,4917,4617,1972,921,5,4553,2807,1746,3409,2346,1063,1047,5
413,2156,1151,1005,443,634,1,895,568,327,639,476,163,29,16
2665,13417,6862,6555,2808,2237,53,6112,3644,2468,4737,3171,1566,805,227
1975,10184,5187,4997,2034,1597,13,4831,2905,1926,3726,2524,1202,621,46
422,2443,1240,1203,493,19,0,1133,722,411,952,570,382,208,2
276,1360,688,672,263,6,0,658,412,246,686,356,330,184,1
437,2422,1242,1180,550,37,0,1236,761,475,1233,632,601,362,4
643,3715,1887,1828,830,369,6,1636,982,654,1805,937,868,156,3
534,2640,1390,1250,518,595,0,1011,649,362,1218,708,510,369,40
179,988,500,488,224,693,2,319,206,113,370,228,142,109,3
219,1121,565,556,212,45,0,524,294,230,618,312,306,99,0
42,213,103,110,48,173,0,65,39,26,104,51,53,31,1
387,1875,963,912,346,150,0,821,535,286,880,477,403,150,0
192,960,499,461,154,18,2,557,327,230,246,218,28,44,5
200,948,496,452,188,271,0,480,319,161,259,229,30,4,0
204,1163,596,567,222,9,0,454,302,152,560,291,269,114,2
1905,9949,5013,4936,2114,1608,3,4101,2541,1560,3551,2365,1186,773,39
243,1473,775,698,310,85,0,570,355,215,440,357,83,207,0
254,1431,757,674,292,0,0,696,462,234,617,387,230,66,3
809,5095,2598,2497,1013,249,0,2340,1428,912,1465,1205,260,806,2
447,2349,1223,1126,489,184,1,1141,728,413,1081,586,495,166,4
22626,122772,63268,59504,23815,17369,68,57545,36368,21177,49824,30058,19766,15663,777
22626,122772,63268,59504,23815,17369,68,57545,36368,21177,49824,30058,19766,15663,777
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1197,631,566,227,18,0,646,377,269,447,308,139,78,0
49,333,171,162,74,74,0,217,121,96,127,79,48,0,0
28,125,62,63,28,0,0,79,37,42,60,28,32,0,0
232,1058,538,520,230,157,0,324,234,90,606,349,257,56,3
54,280,153,127,42,116,0,155,107,48,131,78,53,9,1
32,128,67,61,22,0,0,89,45,44,69,38,31,1,0
106,575,289,286,99,52,0,357,211,146,172,135,37,55,0
593,3256,1713,1543,644,626,1,1498,934,564,1421,786,635,146,1
386,2013,1051,962,298,228,0,1187,730,457,641,546,95,239,2
27,161,88,73,27,0,0,93,60,33,42,41,1,0,0
330,1774,907,867,319,168,1,860,534,326,543,393,150,232,51
143,832,456,376,157,82,0,471,312,159,298,201,97,13,2
413,2305,1200,1105,447,176,0,1079,716,363,1061,592,469,769,12
1929,10865,5568,5297,2513,140,1,4290,2760,1530,3932,2565,1367,1085,21
2047,11009,5623,5386,2232,1085,0,4394,2962,1432,4941,2763,2178,1695,7
559,3382,1771,1611,707,336,0,1572,956,616,1378,801,577,435,5
560,3225,1690,1535,503,171,0,2081,1201,880,1153,756,397,497,7
137,752,396,356,91,151,0,383,272,111,185,174,11,1,0
431,2092,1125,967,376,586,0,891,595,296,1133,587,546,166,105
380,1700,878,822,328,470,0,992,609,383,858,455,403,342,1
434,2232,1154,1078,429,989,0,871,544,327,881,522,359,473,2
206,1191,604,587,211,2,0,647,409,238,603,315,288,56,4
631,3105,1564,1541,709,776,1,1388,871,517,1263,758,505,285,5
142,820,433,387,158,89,0,447,281,166,341,174,167,298,0
127,661,341,320,114,39,0,355,219,136,301,154,147,113,3
260,1353,724,629,260,258,0,683,443,240,491,294,197,235,10
641,3539,1850,1689,694,407,0,1768,1058,710,1489,862,627,192,27
590,3119,1615,1504,563,657,10,1524,975,549,1213,785,428,532,13
1159,6572,3360,3212,1289,937,0,3061,1895,1166,2960,1665,1295,1009,91
742,4160,2116,2044,805,771,1,1911,1157,754,2230,1151,1079,687,238
1366,7594,3893,3701,1559,872,4,2976,1925,1051,3088,1799,1289,1574,25
977,5491,2828,2663,1119,1561,6,2436,1571,865,2467,1326,1141,902,12
1385,7324,3742,3582,1252,1385,0,3299,2075,1224,2801,1872,929,1406,19
125,731,364,367,130,172,0,398,237,161,178,162,16,15,9
193,994,499,495,201,122,0,477,298,179,288,244,44,77,9
1793,10161,5269,4892,1925,1094,40,4960,3220,1740,3380,2406,974,571,50
224,1279,649,630,255,479,0,631,398,233,356,249,107,84,0
1593,8186,4185,4001,1515,1394,3,4002,2527,1475,3558,1932,1626,815,23
1383,7198,3701,3497,1263,729,0,4053,2492,1561,2738,1713,1025,520,19
34945,167669,86714,80955,32902,19719,531,75138,48869,26269,73093,42616,30477,16888,824
34945,167669,86714,80955,32902,19719,531,75138,48869,26269,73093,42616,30477,16888,824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,12677,6543,6134,2402,1602,0,5085,3348,1737,6466,3372,3094,1520,53
234,964,511,453,222,259,2,373,264,109,476,257,219,109,1
24,95,53,42,17,32,0,52,34,18,61,33,28,22,0
151,895,457,438,171,40,0,392,270,122,418,214,204,90,1
1572,8004,4099,3905,1424,1090,131,3926,2572,1354,4002,2164,1838,222,193
1337,6472,3359,3113,1192,302,0,2662,1829,833,3138,1649,1489,105,0
381,1719,896,823,291,183,0,750,505,245,981,505,476,83,6
172,926,481,445,165,49,0,348,222,126,506,259,247,30,0
663,3293,1725,1568,654,28,0,1157,815,342,1403,844,559,106,13
409,1751,911,840,295,134,7,994,559,435,629,470,159,142,1
1029,4702,2470,2232,731,426,2,2559,1579,980,2476,1286,1190,703,17
942,3936,2040,1896,682,418,0,1874,1243,631,1511,1005,506,877,13
393,1954,985,969,350,0,0,1143,679,464,753,463,290,4,0
848,4036,2057,1979,803,399,0,1827,1236,591,1505,901,604,809,19
97,560,267,293,109,0,0,299,202,97,137,106,31,0,0
495,2630,1336,1294,611,273,0,1298,777,521,961,617,344,555,4
642,3401,1701,1700,752,68,0,1583,973,610,1732,883,849,739,0
1007,4915,2537,2378,949,763,0,2639,1686,953,2087,1166,921,235,7
321,1779,905,874,367,0,0,892,532,360,646,409,237,182,10
2709,12846,6685,6161,2554,1087,0,6443,4028,2415,4521,3068,1453,849,66
185,821,430,391,188,0,0,316,236,80,254,197,57,47,1
3695,18988,9802,9186,3966,2141,20,8621,5591,3030,7673,4598,3075,1221,86
2465,11888,6121,5767,2379,1900,3,4859,3168,1691,5992,3314,2678,1076,141
1515,7500,3891,3609,1574,622,5,3761,2359,1402,2871,1886,985,1018,12
1080,5226,2713,2513,954,1087,1,2725,1701,1024,1997,1261,736,217,10
2234,10757,5560,5197,2145,2318,318,4102,2789,1313,4595,2748,1847,1518,75
452,1978,1036,942,382,82,1,891,605,286,1030,542,488,338,1
214,940,494,446,195,106,3,497,317,180,226,187,39,56,2
82,342,166,176,71,7,0,85,62,23,94,85,9,23,1
360,1522,784,738,327,156,0,693,487,206,640,367,273,94,32
982,4426,2282,2144,934,812,0,1326,858,468,1945,1033,912,402,7
494,2142,1132,1010,506,481,9,698,496,202,929,521,408,129,4
736,3121,1647,1474,724,1215,0,1475,982,493,1280,764,516,233,3
182,802,433,369,146,62,0,411,282,129,274,215,59,17,0
841,3814,1982,1832,642,254,0,1869,1196,673,1519,954,565,395,20
204,1225,655,570,332,11,0,440,322,118,561,298,263,82,1
688,2779,1474,1305,430,323,1,1258,855,403,1227,748,479,147,6
76,313,158,155,57,65,1,150,98,52,153,74,79,1,0
206,1081,559,522,244,78,0,540,329,211,407,255,152,98,0
137,617,325,292,117,13,0,322,235,87,264,176,88,108,0
473,2323,1169,1154,461,106,0,1091,695,396,954,537,417,275,5
307,1315,666,649,295,271,0,515,372,143,592,329,263,183,0
684,3431,1797,1634,630,304,27,1052,715,337,1839,1037,802,1092,10
637,2763,1420,1343,462,152,0,1145,766,379,1368,819,549,736,3
29560,145136,74701,70435,29509,15872,215,62708,41239,21469,57994,34308,23686,14780,381
29560,145136,74701,70435,29509,15872,215,62708,41239,21469,57994,34308,23686,14780,381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,5336,2713,2623,1234,292,0,2285,1554,731,1930,1212,718,389,2
1247,6156,3170,2986,1229,268,9,2973,1897,1076,2226,1463,763,444,12
424,2076,1078,998,408,277,0,725,537,188,846,500,346,82,7
557,3113,1576,1537,548,282,1,1371,932,439,1433,776,657,264,0
52,270,132,138,75,0,0,100,50,50,59,55,4,47,0
591,2840,1482,1358,604,174,0,1012,737,275,1358,687,671,360,7
1649,8207,4217,3990,1840,1575,152,3431,2250,1181,2786,1815,971,1086,4
1202,5921,3057,2864,1148,449,5,2789,1813,976,2289,1446,843,1205,10
107,569,291,278,76,0,0,272,157,115,256,134,122,1,2
409,2324,1213,1111,433,110,2,1107,775,332,1133,574,559,62,2
500,2645,1370,1275,586,228,0,1196,776,420,979,620,359,348,2
518,2271,1166,1105,458,632,1,1011,671,340,1127,577,550,201,5
561,2450,1288,1162,410,301,0,1257,867,390,1121,565,556,184,1
1768,7986,4182,3804,1535,532,0,4244,2784,1460,3304,1897,1407,570,7
102,427,225,202,77,222,0,204,126,78,201,108,93,0,0
491,2407,1258,1149,535,263,0,971,673,298,1040,597,443,378,2
79,462,240,222,93,0,0,168,115,53,219,99,120,0,0
1915,10426,5381,5045,1981,406,3,5132,3252,1880,4743,2478,2265,1187,90
498,2296,1133,1163,484,144,1,973,637,336,802,521,281,150,5
1100,5005,2603,2402,982,694,20,2331,1474,857,1989,1157,832,378,0
42,190,114,76,36,13,0,70,55,15,49,47,2,5,0
1665,7942,4147,3795,1546,850,1,3352,2171,1181,3850,2123,1727,752,15
464,2266,1181,1085,497,643,0,778,531,247,1057,550,507,124,0
2812,14415,7304,7111,3078,2476,8,5792,3859,1933,5566,3244,2322,1574,69
287,1269,661,608,255,262,0,451,311,140,605,312,293,1,0
140,592,307,285,109,0,0,289,196,93,277,138,139,0,0
82,363,171,192,94,0,0,207,99,108,87,82,5,76,0
683,3620,1855,1765,805,131,0,1513,1011,502,1662,847,815,108,0
963,4619,2387,2232,910,317,0,2261,1407,854,2000,1099,901,622,31
4154,19386,9836,9550,4065,2296,6,7953,5052,2901,5703,4379,1324,2075,66
456,2411,1275,1136,470,135,0,1205,795,410,980,545,435,155,6
138,587,305,282,80,60,0,395,226,169,160,153,7,40,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,520,266,254,97,137,0,205,140,65,134,130,4,111,4
