No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
723,3627,1871,1756,787,425,5,910,627,283,1584,950,634,471,5
800,4193,2182,2011,792,358,0,1609,1182,427,1934,1015,919,583,14
368,1873,976,897,394,261,0,838,564,274,733,448,285,475,6
825,4076,2088,1988,758,659,1,1328,936,392,1772,965,807,272,5
60194,294761,153392,141369,56951,44375,1189,135811,85305,50506,110615,72546,38069,24273,1398
60194,294761,153392,141369,56951,44375,1189,135811,85305,50506,110615,72546,38069,24273,1398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,424,207,217,80,11,0,225,138,87,118,113,5,40,0
82,394,206,188,58,0,0,112,80,32,176,88,88,1,0
430,2045,1108,937,454,240,0,1152,685,467,923,493,430,376,1
480,2822,1415,1407,507,209,6,1129,655,474,1299,663,636,379,4
1427,8045,4142,3903,1704,1579,250,3083,1963,1120,2874,1884,990,311,5
905,4630,2379,2251,987,739,13,2448,1524,924,1362,1083,279,93,6
382,1558,807,751,243,429,3,1027,601,426,503,368,135,99,3
477,2372,1244,1128,459,98,271,975,634,341,930,615,315,320,22
1126,5217,2719,2498,1142,1255,1,2277,1418,859,1420,1167,253,243,9
205,1198,625,573,223,56,0,594,401,193,472,314,158,112,21
627,2798,1469,1329,441,677,3,1692,1054,638,1072,671,401,617,1
581,2688,1418,1270,548,741,1,1403,827,576,786,615,171,88,2
326,1475,746,729,360,266,0,694,427,267,399,297,102,1,0
472,2245,1174,1071,526,88,0,979,598,381,748,499,249,61,5
325,1587,832,755,278,20,0,787,513,274,408,355,53,235,5
200,1065,542,523,167,230,0,662,395,267,516,281,235,63,0
97,508,259,249,133,329,0,175,112,63,295,155,140,61,10
67,295,157,138,61,170,0,150,86,64,130,77,53,15,0
328,1662,896,766,292,76,1,717,472,245,793,408,385,19,1
315,1326,684,642,257,234,0,585,389,196,639,354,285,97,0
706,3292,1686,1606,685,572,0,1528,974,554,1208,805,403,67,114
800,3862,2013,1849,836,308,0,1553,974,579,1502,967,535,5,0
186,873,442,431,170,393,1,460,278,182,202,202,0,0,0
2375,10686,5594,5092,1954,1415,5,4992,3256,1736,3251,2569,682,636,6
1987,10269,5456,4813,2182,1601,4,4213,2842,1371,4309,2622,1687,478,18
747,3578,1822,1756,825,862,37,1514,952,562,1595,890,705,706,8
121,563,294,269,133,93,0,232,158,74,161,125,36,0,2
507,2115,1129,986,408,379,4,1126,720,406,811,512,299,313,63
912,4349,2263,2086,1031,367,0,1694,1109,585,1240,994,246,410,13
444,2164,1089,1075,439,297,0,1093,692,401,942,545,397,199,11
432,2200,1139,1061,488,463,0,1045,654,391,700,557,143,145,1
822,3707,1957,1750,760,841,0,1749,1071,678,1564,942,622,113,11
510,2299,1200,1099,464,323,0,1110,684,426,822,533,289,167,6
79,497,252,245,100,0,0,199,133,66,280,140,140,103,12
167,918,488,430,151,37,0,499,308,191,378,252,126,76,2
438,2177,1128,1049,448,335,0,1131,672,459,498,470,28,4,5
723,3703,1850,1853,717,110,0,1595,956,639,1728,900,828,194,14
185,843,440,403,178,149,0,360,215,145,214,205,9,148,0
1105,5514,2846,2668,1142,695,2,2553,1580,973,1645,1316,329,457,25
619,2908,1520,1388,622,334,0,1399,828,571,1017,680,337,18,0
1093,4861,2542,2319,702,1134,2,3193,1866,1327,1642,1210,432,206,10
1483,7055,3658,3397,1380,621,325,3020,1939,1081,2610,1670,940,569,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,10281,5167,5114,1872,1143,4,5180,3068,2112,3263,2302,961,521,40
992,5228,2694,2534,966,471,1,2962,1776,1186,1391,1233,158,186,15
300,1784,911,873,340,85,0,890,552,338,612,419,193,252,20
218,887,474,413,134,279,0,509,317,192,345,224,121,48,2
272,1255,652,603,215,291,1,745,434,311,583,300,283,27,13
2765,12258,6353,5905,2380,2112,5,5724,3587,2137,4252,3032,1220,789,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,717,377,340,163,515,0,182,149,33,339,177,162,21,0
295,1437,766,671,289,603,9,363,261,102,525,354,171,195,8
269,1501,808,693,316,341,0,607,390,217,685,342,343,3,0
1612,7821,4064,3757,1341,681,1,4095,2510,1585,2399,1849,550,528,5
128,610,324,286,100,0,0,262,169,93,223,161,62,2,0
769,3951,2081,1870,592,277,1,2543,1474,1069,1061,991,70,235,8
965,4363,2306,2057,917,1233,10,1603,1058,545,1969,1111,858,32,3
141,916,507,409,194,48,2,399,261,138,302,228,74,21,2
1853,8505,4498,4007,1759,1460,35,3841,2394,1447,3173,2125,1048,658,133
2225,11160,5841,5319,1933,745,22,5981,3594,2387,3722,2662,1060,374,48
2155,10689,5628,5061,2183,1227,8,3956,2620,1336,4550,2723,1827,2106,78
1880,10396,5427,4969,1924,1309,0,4176,2721,1455,4912,2809,2103,1608,48
3901,20287,10533,9754,4012,2874,11,7860,5174,2686,8826,5283,3543,2622,75
112,468,239,229,101,217,0,255,167,88,232,113,119,90,95
738,3687,1949,1738,649,1569,14,1406,948,458,1909,989,920,192,23
735,3435,1775,1660,711,968,8,1106,728,378,2125,1097,1028,616,8
426,2487,1290,1197,402,173,0,1167,769,398,1357,714,643,449,125
2078,10072,5268,4804,2040,2373,7,4637,2888,1749,3029,2309,720,1028,27
3124,15633,8067,7566,2703,1366,104,7977,4907,3070,6223,3852,2371,1163,109
27,152,84,68,28,47,0,47,37,10,63,37,26,55,0
302,1472,781,691,233,374,2,767,496,271,668,370,298,35,11
65,345,183,162,49,0,0,104,75,29,98,96,2,15,18
2500,12306,6411,5895,2277,1537,6,5572,3550,2022,4207,2977,1230,964,28
1500,7871,4097,3774,1393,1281,9,3771,2398,1373,3390,2061,1329,1193,15
39878,201399,104247,97152,38096,34692,534,88441,57061,31380,86923,51585,35338,17910,404
39878,201399,104247,97152,38096,34692,534,88441,57061,31380,86923,51585,35338,17910,404
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,3312,1756,1556,509,188,0,1375,971,404,1869,975,894,34,0
591,2737,1455,1282,453,77,0,1235,823,412,1090,741,349,190,0
381,1736,918,818,334,105,0,745,502,243,735,457,278,518,0
1342,6964,3636,3328,1341,816,0,2964,1923,1041,3119,1778,1341,1125,6
1395,6704,3388,3316,1359,2215,0,2296,1492,804,2713,1632,1081,346,13
3061,14596,7567,7029,2766,2524,3,5958,3851,2107,6606,3699,2907,1152,46
302,1648,850,798,268,257,0,747,503,244,839,433,406,52,2
1096,5506,2868,2638,1038,781,1,2323,1527,796,2502,1433,1069,426,7
308,1504,781,723,229,48,0,893,577,316,630,388,242,38,0
1230,6367,3332,3035,1135,1219,11,2352,1574,778,2804,1618,1186,869,11
3660,19490,10056,9434,3902,3936,23,8286,5499,2787,8202,4840,3362,1587,25
1857,9969,5095,4874,1721,802,0,4776,3033,1743,4581,2498,2083,902,11
387,2072,1077,995,358,279,0,931,615,316,865,547,318,447,19
801,3939,2063,1876,691,693,3,1526,1022,504,2030,1062,968,849,1
142,774,393,381,156,0,0,305,190,115,180,169,11,1,1
1427,6817,3481,3336,1276,914,3,3288,2068,1220,2677,1688,989,599,21
1692,8438,4393,4045,1584,806,0,3653,2461,1192,2775,2100,675,686,15
1119,5438,2765,2673,1001,683,1,2539,1566,973,2714,1415,1299,714,15
817,4095,2108,1987,694,1114,1,1990,1239,751,2052,1088,964,877,0
1162,6449,3376,3073,1161,2383,0,2714,1742,972,3338,1740,1598,1359,5
2701,13921,7160,6761,2802,3001,3,6430,4101,2329,5660,3517,2143,1146,42
1732,8469,4451,4018,1563,1848,38,4538,2785,1753,2930,1965,965,673,59
1067,5068,2658,2410,957,707,4,2535,1589,946,2392,1378,1014,261,28
457,2424,1286,1138,491,379,1,1075,729,346,1083,628,455,80,2
562,2548,1313,1235,508,357,0,1122,696,426,1152,652,500,56,0
1305,6779,3507,3272,1356,1353,2,2399,1577,822,2495,1722,773,610,1
1380,7071,3601,3470,1274,466,0,3372,2040,1332,3165,1844,1321,887,16
1659,8564,4396,4168,1849,1408,0,3456,2201,1255,3489,2182,1307,573,13
91,519,268,251,95,394,0,152,100,52,271,139,132,92,0
247,1072,526,546,205,171,0,520,311,209,345,248,97,8,5
590,3104,1583,1521,562,1080,1,1387,868,519,1315,792,523,7,4
1293,6764,3536,3228,1312,1043,12,3441,2239,1202,2452,1750,702,210,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,4180,2191,1989,793,610,1,1812,1134,678,1724,1058,666,42,5
210,1015,514,501,210,660,1,452,273,179,548,279,269,4,0
978,4763,2465,2298,1050,267,420,1852,1270,582,2292,1205,1087,155,2
281,1459,762,697,277,333,1,692,486,206,791,495,296,264,1
418,1987,1047,940,357,415,0,918,590,328,999,548,451,22,4
645,3137,1625,1512,459,360,4,1392,894,498,1499,882,617,49,1
62607,322477,167461,155016,61452,64415,2149,151817,93835,57982,139287,83108,56179,42066,1488
62607,322477,167461,155016,61452,64415,2149,151817,93835,57982,139287,83108,56179,42066,1488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2077,1070,1007,398,209,0,944,624,320,901,523,378,494,0
308,1596,829,767,356,22,0,673,449,224,811,421,390,106,1
111,680,345,335,168,0,0,361,219,142,341,175,166,116,4
634,3748,1933,1815,800,127,0,1756,1111,645,1963,1012,951,725,39
269,1708,884,824,371,365,0,776,529,247,853,428,425,736,1
489,2630,1391,1239,458,22,1,1252,805,447,1268,723,545,284,2
416,2047,1065,982,359,62,0,1171,698,473,910,529,381,154,0
166,914,459,455,165,0,0,592,342,250,387,272,115,1,2
421,1912,979,933,357,84,0,1046,693,353,772,515,257,29,0
1346,7663,3977,3686,1548,1326,1,3449,2248,1201,3511,2039,1472,1960,14
494,2778,1466,1312,548,229,0,1229,750,479,1100,705,395,250,0
480,2689,1345,1344,566,857,0,1097,735,362,1427,725,702,520,3
200,1037,526,511,198,79,0,541,342,199,492,259,233,135,2
1053,5935,3042,2893,1242,1589,1,2173,1394,779,3466,1771,1695,498,1
4416,22723,11921,10802,4252,4242,107,11756,7195,4561,9097,5927,3170,3243,203
847,3975,2041,1934,733,254,0,2052,1257,795,2132,1102,1030,383,3
2545,13034,6754,6280,2503,1166,0,6050,3924,2126,5344,3271,2073,1504,99
855,4630,2397,2233,843,655,1,1814,1226,588,2280,1259,1021,739,0
4326,22270,11558,10712,3928,3765,106,12445,7394,5051,9365,5841,3524,2656,160
2660,13875,7128,6747,2660,4123,37,6169,3865,2304,5760,3498,2262,2361,22
650,3450,1761,1689,746,2000,17,1825,1018,807,1334,879,455,508,1
1113,5625,2931,2694,1071,976,2,2842,1744,1098,2579,1366,1213,496,65
2725,13523,7014,6509,2437,5269,98,6104,3765,2339,6034,3448,2586,1326,43
2341,11605,5953,5652,2205,2044,121,5141,3245,1896,4404,2872,1532,817,43
127,735,382,353,100,67,0,362,230,132,411,211,200,383,2
1476,7119,3615,3504,1375,1217,32,3058,1914,1144,3327,1901,1426,435,4
1166,5908,3038,2870,1030,1470,18,2450,1472,978,2712,1628,1084,1012,15
733,3556,1868,1688,668,908,88,1373,888,485,1547,923,624,524,7
1132,5526,2914,2612,1033,1754,109,2331,1456,875,2123,1399,724,981,44
2106,10063,5223,4840,1900,3450,34,4942,3064,1878,5309,2953,2356,2461,83
400,1941,998,943,315,189,6,837,524,313,595,487,108,15,1
182,952,472,480,201,537,7,475,272,203,513,258,255,131,7
364,1930,984,946,371,706,0,1014,634,380,855,510,345,314,0
684,3849,2015,1834,751,1773,9,1702,1074,628,1921,1022,899,259,5
587,3174,1673,1501,663,720,0,1441,835,606,1628,845,783,447,1
906,4337,2339,1998,713,440,0,2097,1341,756,2340,1229,1111,766,32
354,1703,910,793,277,387,0,933,560,373,639,432,207,223,22
222,983,499,484,143,29,0,580,325,255,334,249,85,114,4
1627,7929,4125,3804,1440,1222,0,3996,2432,1564,3303,1961,1342,1112,44
1217,5785,2990,2795,1186,2274,5,2240,1397,843,2926,1489,1437,334,17
3607,17291,8943,8348,3288,4103,36,8627,5276,3351,7684,4389,3295,1970,71
222,1004,528,476,215,148,0,398,257,141,430,246,184,165,0
924,4683,2459,2224,847,140,0,2108,1357,751,2254,1228,1026,110,47
3131,16786,8770,8016,2980,2150,24,7963,4876,3087,7358,4256,3102,984,133
3133,15114,7909,7205,2836,1852,1,7911,4654,3257,5482,4008,1474,1584,102
944,5220,2668,2552,1131,1060,3,2335,1377,958,1596,1138,458,529,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,3893,2061,1832,836,128,0,1401,819,582,1316,870,446,573,13
53,377,198,179,76,0,0,175,100,75,143,85,58,8,0
911,4537,2421,2116,857,1352,1,2125,1362,763,1617,1117,500,989,7
1381,7802,4081,3721,1503,992,3,3670,2177,1493,2405,1756,649,814,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,577,311,266,123,302,1,194,111,83,276,142,134,94,0
107,727,383,344,133,438,2,270,205,65,332,191,141,276,24
3803,21237,10998,10239,4404,4670,872,9225,5725,3500,9318,5387,3931,3696,68
109,554,285,269,97,0,0,195,145,50,128,125,3,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2245,1175,1070,477,332,0,1033,657,376,875,505,370,382,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2816,1457,1359,571,140,406,1098,747,351,1059,608,451,299,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
